,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour,label
6795,227,40,0,0,5,18,0,0,44,10547,43,14,10.533333333333333,3
6796,243,40,0,0,12,56,0,1,98,58471,40,21,1.5666666666666669,3
6797,493,40,0,0,4,19,0,0,35,26876,46,25,6.216666666666668,0
6798,310,40,0,0,6,37,0,1,12,28629,44,17,21.766666666666666,0
6799,244,2,0,0,0,0,1,0,33,2093,45,18,22.766666666666666,2
6800,493,40,0,0,4,19,0,0,35,27317,46,15,7.5,0
6801,244,2,4,0,2,8,0,0,45,4885,41,25,13.0,2
6802,244,2,2,2,0,0,0,0,16,5121,46,16,10.933333333333335,2
6803,403,47,0,0,38,130,0,0,71,85386,44,23,11.25,3
6804,32,40,0,0,4,49,1,1,62,39874,44,25,4.95,0
6805,299,156,0,0,16,58,0,0,28,16108,41,24,15.45,3
6806,92,120,0,6,1,10,1,0,60,3453,45,17,13.616666666666667,0
6807,244,2,0,0,0,3,1,1,78,12081,46,24,20.8,2
6808,244,2,0,0,2,8,1,0,56,8175,41,24,18.566666666666666,2
6809,344,77,0,0,0,4,1,0,32,1210,40,14,15.3,0
6810,174,24,0,6,14,33,0,0,35,17779,40,15,9.6,3
6811,415,39,0,7,0,0,0,0,57,696,43,17,14.283333333333333,0
6812,487,40,0,0,8,45,1,0,104,71795,41,25,15.783333333333333,3
6813,392,40,0,0,12,108,0,0,121,99283,44,20,7.2333333333333325,1
6814,212,40,1,0,2,13,0,0,50,2284,40,25,7.5,2
6815,344,77,0,0,0,4,1,0,32,1210,40,14,15.566666666666665,0
6816,69,129,0,0,5,20,0,0,21,37225,45,15,16.666666666666668,0
6817,485,40,0,0,32,211,0,1,96,93312,46,23,9.2,1
6818,495,130,0,0,0,21,1,0,70,11028,41,24,2.6166666666666667,0
6819,32,93,0,2,0,0,0,0,48,4,45,15,0.016666666666666666,3
6820,121,39,0,0,5,29,0,0,46,7667,40,15,18.58333333333333,3
6821,244,2,1,0,0,6,1,0,39,2199,44,18,21.86666666666667,2
6822,399,93,0,0,8,26,0,0,33,6037,45,22,12.633333333333333,3
6823,244,2,0,0,0,9,1,1,52,10375,40,19,11.416666666666664,2
6824,477,40,0,0,1,21,1,0,160,33555,46,18,16.45,0
6825,128,93,0,0,1,7,0,0,104,2616,44,24,15.483333333333333,0
6826,244,2,1,0,0,2,1,0,38,3440,46,23,18.58333333333333,2
6827,227,40,0,0,3,12,0,0,96,9733,46,15,13.15,3
6828,345,40,0,0,11,37,0,0,116,42963,41,17,10.283333333333333,0
6829,485,40,0,0,17,143,0,0,134,89405,46,25,9.1,1
6830,291,40,0,0,4,18,0,0,102,17060,46,17,19.133333333333333,3
6831,293,97,0,0,2,17,0,0,15,18199,45,17,19.1,3
6832,477,40,0,0,30,69,1,0,47,104308,42,15,3.2666666666666666,0
6833,282,40,0,0,9,24,0,1,44,25295,46,20,5.9,1
6834,244,2,2,2,0,0,0,0,20,1199231,46,17,14.366666666666667,2
6835,220,40,0,6,10,44,0,0,38,13428,45,21,4.283333333333333,0
6836,429,129,0,0,8,61,1,1,98,76898,45,11,20.15,0
6837,477,40,0,0,12,67,0,0,126,81320,40,25,18.28333333333333,0
6838,244,2,2,2,0,33,1,0,74,58733752,46,14,15.816666666666665,2
6839,526,40,0,0,2,28,1,0,101,51891,40,22,10.166666666666666,0
6840,116,129,0,0,4,29,1,0,21,25179,41,15,0.03333333333333333,0
6841,412,94,0,0,2,8,0,0,43,2729,40,25,12.233333333333333,0
6842,186,40,0,0,4,16,0,0,33,11341,46,22,1.25,1
6843,282,40,0,0,7,26,0,0,43,20973,45,15,22.0,1
6844,217,150,0,6,2,65,0,0,50,40576,46,24,3.0,0
6845,326,119,0,0,2,34,0,0,60,11361,46,14,12.416666666666664,0
6846,335,100,0,0,48,101,0,0,42,62271,42,14,13.633333333333333,3
6847,32,93,0,0,1,14,0,0,48,4292,40,15,10.033333333333333,0
6848,212,40,1,0,0,10,0,0,72,2243,41,20,6.283333333333332,2
6849,392,40,0,0,2,9,0,0,62,8690,45,25,5.316666666666666,0
6850,485,40,0,0,41,215,0,1,134,103112,45,24,8.783333333333333,1
6851,244,2,7,0,0,3,1,0,46,2406,42,21,11.65,2
6852,32,93,0,2,0,0,0,0,25,4,40,19,4.633333333333333,0
6853,244,2,2,0,0,2,1,0,72,38111,46,17,11.366666666666667,2
6854,244,2,2,3,0,0,1,0,92,1521139,44,17,5.166666666666667,2
6855,282,40,0,0,3,24,0,0,29,19503,41,23,2.3166666666666664,1
6856,282,40,0,0,13,47,0,1,65,44147,46,19,16.683333333333334,1
6857,244,2,3,0,0,1,0,0,17,65465,46,15,14.816666666666665,2
6858,220,40,0,6,2,12,0,0,32,4309,45,18,5.116666666666666,0
6859,392,40,0,0,12,115,1,1,35,107265,42,22,6.7,1
6860,244,2,0,0,0,4,0,0,73,1641,44,20,12.55,0
6861,244,2,6,3,0,0,0,0,114,452132,44,18,23.8,2
6862,344,77,0,0,0,4,1,0,32,1210,40,14,15.1,0
6863,288,108,0,0,20,113,0,0,76,79052,40,23,9.0,3
6864,244,2,0,7,0,5,0,0,39,2317,46,19,16.016666666666666,2
6865,240,129,0,0,2,18,1,0,44,7510,43,21,20.566666666666666,0
6866,487,40,0,0,22,65,0,0,59,101235,41,24,15.466666666666667,3
6867,310,40,0,0,22,162,1,1,173,71944,42,19,6.333333333333332,3
6868,310,40,0,0,23,193,1,1,112,87325,40,17,7.133333333333334,3
6869,447,40,0,6,5,6,1,0,37,8211,26,3,0.5,0
6870,326,119,0,7,0,0,1,0,14,1053,14,4,0.5,0
6871,163,137,0,0,2,13,1,0,62,3629,44,25,9.583333333333334,0
6872,351,93,0,0,9,42,0,0,93,44377,40,23,5.75,3
6873,288,108,0,0,25,120,0,0,28,80213,41,17,22.98333333333333,0
6874,282,40,0,0,13,38,0,0,92,28882,45,24,3.583333333333333,1
6875,246,40,0,0,21,104,1,0,40,70982,42,22,3.45,3
6876,212,40,1,0,2,14,0,0,40,2464,40,17,19.016666666666666,2
6877,485,40,0,0,32,210,1,1,90,97859,43,14,10.85,1
6878,485,40,0,0,7,52,0,0,56,39354,42,20,11.083333333333336,1
6879,244,2,0,0,0,5,1,0,28,2669,41,20,22.61666666666667,0
6880,83,40,0,0,24,43,0,0,47,27933,42,16,14.833333333333336,0
6881,244,2,3,2,0,0,0,0,0,303707,45,17,11.933333333333335,2
6882,244,2,1,0,1,1,1,0,75,3514,44,21,18.883333333333333,2
6883,191,40,0,6,19,81,0,0,53,75709,43,18,1.1833333333333331,3
6884,244,2,1,0,0,0,1,0,25,1533,40,17,16.25,2
6885,338,147,0,0,12,63,0,0,63,28724,43,17,20.75,3
6886,493,40,0,6,4,14,0,0,36,24718,43,22,17.95,0
6887,244,2,0,0,0,0,1,0,45,731,44,25,6.9,2
6888,294,34,0,0,1,26,0,0,44,26286,41,24,4.1,3
6889,272,97,0,0,19,66,1,0,51,61300,44,23,0.8666666666666667,0
6890,227,40,0,0,3,14,1,0,39,26946,44,18,7.55,0
6891,220,40,0,0,2,8,1,0,52,5515,44,24,6.533333333333332,0
6892,485,40,0,0,10,111,0,0,42,73118,43,25,8.95,1
6893,326,119,0,7,0,0,1,0,3,429,32,4,0.5,0
6894,80,66,0,6,2,7,0,0,287,2835,46,24,15.766666666666667,2
6895,345,40,0,0,17,68,0,1,57,68837,44,14,12.333333333333336,3
6896,335,100,0,0,52,125,0,0,52,73113,42,21,3.716666666666667,3
6897,244,2,1,2,0,0,0,0,50,309872,43,24,20.066666666666666,2
6898,493,40,0,0,4,33,0,0,35,33042,42,21,7.566666666666666,0
6899,326,119,0,0,9,61,0,0,82,24555,40,15,3.6166666666666663,0
6900,344,77,0,0,0,4,1,0,32,1210,40,14,15.6,0
6901,298,170,0,6,2,11,0,0,30,17001,40,22,14.133333333333333,0
6902,347,40,1,0,11,26,0,0,36,26767,45,25,16.883333333333333,0
6903,217,111,0,0,13,110,0,0,44,55968,26,6,0.0,3
6904,326,119,0,0,2,33,0,0,61,11733,42,23,3.7666666666666666,0
6905,244,2,2,2,0,14,0,0,57,1187060,44,21,9.883333333333333,2
6906,282,40,0,0,7,26,0,0,43,21049,45,14,22.016666666666666,1
6907,326,119,0,6,1,1,1,0,24,788,40,19,12.783333333333333,0
6908,412,94,0,0,8,32,0,0,64,16955,44,24,16.3,0
6909,244,2,3,2,0,0,0,0,75,31268,40,15,17.133333333333333,2
6910,493,40,0,0,4,19,0,0,36,27061,42,15,5.4833333333333325,0
6911,244,2,3,0,0,1,1,0,59,9760,45,17,11.616666666666667,2
6912,244,2,2,0,0,2,1,0,66,4940,41,23,10.116666666666667,2
6913,338,147,0,0,12,50,1,0,58,25008,45,14,20.883333333333333,3
6914,244,2,3,0,0,1,1,1,18,5791,45,15,16.45,2
6915,288,108,0,0,17,70,1,1,58,68411,44,25,20.883333333333333,3
6916,376,40,0,0,1,7,0,0,17,14154,43,21,8.7,0
6917,493,40,0,0,4,19,0,0,39,27542,45,25,8.933333333333334,0
6918,244,2,0,2,0,2,0,0,116,1895,40,15,13.3,0
6919,162,50,0,0,0,10,0,0,107,3346,41,17,6.333333333333332,0
6920,244,2,0,0,0,26,1,0,33,15481,43,23,21.65,2
6921,296,121,0,0,23,98,0,0,16,87563,42,14,4.533333333333333,3
6922,419,78,0,0,30,110,0,0,27,151340,41,25,12.416666666666664,3
6923,84,40,0,2,0,13,0,0,74,493317,42,21,17.8,0
6924,415,39,0,7,0,0,0,0,57,707,40,16,15.25,0
6925,191,40,0,6,30,73,0,0,39,50534,42,19,4.416666666666667,3
6926,212,40,1,0,3,18,0,0,43,3873,43,19,11.566666666666665,2
6927,191,40,0,6,26,65,0,0,20,47353,42,14,3.2333333333333334,3
6928,244,2,0,0,0,9,1,1,40,14284,46,15,15.433333333333335,2
6929,244,2,8,0,0,0,1,0,78,5756,41,17,12.566666666666665,2
6930,403,47,0,0,32,119,0,0,35,76472,46,23,11.083333333333336,3
6931,168,124,0,6,10,37,0,0,83,43348,45,17,9.05,3
6932,212,40,1,0,3,18,0,0,43,3307,43,19,11.566666666666665,2
6933,493,40,0,0,4,19,0,0,37,26900,40,24,6.75,0
6934,151,40,1,0,1,10,0,0,42,3770,44,19,10.3,0
6935,244,2,2,0,0,2,1,0,40,5799,45,20,7.4833333333333325,2
6936,296,121,0,0,23,99,0,0,16,92702,44,16,8.05,3
6937,282,40,0,0,9,69,0,0,38,55775,46,17,1.0833333333333333,1
6938,299,156,0,6,22,43,0,0,35,22393,42,14,19.28333333333333,3
6939,220,40,0,6,16,68,1,0,36,20159,42,18,6.916666666666668,0
6940,244,2,0,0,0,20,1,0,33,12471,45,17,19.25,2
6941,282,40,0,0,19,90,0,0,39,69509,41,20,8.283333333333333,1
6942,120,143,0,0,23,118,0,0,103,23251,43,21,6.2666666666666675,3
6943,244,2,3,0,0,0,1,0,21,4760,40,24,15.683333333333335,2
6944,485,40,0,0,16,129,0,0,94,72787,45,14,8.783333333333333,1
6945,32,93,0,2,0,0,0,0,23,4,44,24,0.26666666666666666,3
6946,220,40,0,6,2,12,0,0,32,4327,42,18,6.916666666666668,0
6947,493,40,0,0,4,19,0,0,61,27139,44,15,17.266666666666666,0
6948,282,40,0,0,6,69,1,0,49,93341,46,22,0.03333333333333333,1
6949,116,129,0,0,33,151,0,0,27,99836,41,20,2.75,0
6950,244,2,0,7,0,0,0,0,3,77,41,14,14.366666666666667,2
6951,291,40,0,0,4,21,0,0,43,18179,44,21,4.416666666666667,3
6952,487,40,0,0,8,39,1,0,55,74208,43,15,14.65,3
6953,220,40,0,6,2,12,0,0,38,4336,42,21,4.466666666666667,0
6954,336,64,0,0,9,43,0,0,64,47491,44,25,0.7666666666666667,3
6955,312,40,0,0,4,18,0,0,65,8719,41,14,21.0,3
6956,477,40,0,0,33,62,0,0,47,105843,40,11,20.133333333333333,0
6957,212,40,1,0,2,13,0,0,52,2318,41,23,6.783333333333332,2
6958,244,2,6,0,0,3,1,0,42,1807,46,21,15.7,2
6959,477,40,0,0,30,187,1,0,59,147162,42,16,3.15,3
6960,331,12,0,0,7,26,1,0,55,11423,42,15,3.583333333333333,0
6961,244,2,3,0,0,0,1,0,23,4496,41,15,15.066666666666665,2
6962,294,72,0,2,0,0,0,0,19,4,44,23,21.566666666666666,1
6963,521,40,0,0,24,88,0,0,101,65235,42,22,4.183333333333334,1
6964,244,2,2,0,0,4,1,0,33,5031,45,22,16.733333333333334,2
6965,244,2,0,0,0,7,1,0,35,11964,41,23,13.166666666666664,2
6966,415,39,0,7,0,0,0,0,57,670,44,25,13.183333333333335,0
6967,80,66,0,6,1,1,1,0,181,3328,40,17,6.9833333333333325,2
6968,262,129,0,6,38,87,1,0,28,86736,41,19,12.6,1
6969,154,40,0,0,5,17,0,0,95,23364,45,19,13.183333333333335,0
6970,485,40,0,0,9,55,0,0,73,39947,46,22,10.366666666666667,1
6971,117,93,0,0,6,19,0,0,47,26861,40,14,3.1,0
6972,32,93,0,0,35,182,0,0,36,81498,41,24,8.416666666666666,3
6973,407,120,0,0,4,28,0,1,47,25556,41,24,8.05,1
6974,80,66,0,6,0,1,1,0,131,9004,40,23,11.25,2
6975,216,40,0,0,0,9,0,0,112,12779,44,21,11.916666666666664,0
6976,25,93,0,0,0,5,0,0,44,3198,45,22,16.966666666666665,3
6977,517,129,0,0,5,20,0,0,55,36624,45,23,13.45,3
6978,296,121,0,0,23,94,0,0,24,88155,43,23,6.433333333333334,3
6979,220,40,0,6,12,52,0,0,36,15499,45,17,13.3,0
6980,392,40,0,0,10,109,0,1,93,87796,40,24,14.466666666666667,1
6981,352,40,0,0,0,0,0,0,32,390,40,15,10.05,0
6982,291,40,0,0,8,39,1,0,35,15557,43,24,22.36666666666667,3
6983,305,71,0,0,12,76,0,0,19,68089,44,24,16.9,3
6984,282,40,0,0,8,41,0,0,54,34889,45,14,7.05,1
6985,32,93,0,0,24,145,0,0,42,69318,40,24,0.4166666666666667,3
6986,272,97,0,0,3,12,0,0,54,15527,44,16,0.06666666666666668,3
6987,272,97,0,0,3,13,0,0,78,17399,46,23,23.13333333333333,0
6988,116,129,0,0,1,23,0,0,25,26943,40,15,2.1666666666666665,0
6989,504,40,0,6,0,4,0,0,28,1983,41,24,21.35,3
6990,485,40,0,0,8,68,0,0,74,40345,44,20,9.366666666666667,1
6991,220,40,0,6,2,12,0,0,46,4380,44,17,0.3333333333333333,0
6992,344,77,0,0,0,4,1,0,32,1210,40,14,15.533333333333333,0
6993,227,40,0,0,6,23,1,0,39,35385,44,23,7.933333333333334,3
6994,493,40,0,0,4,19,0,0,37,27222,46,16,5.35,0
6995,57,49,0,0,0,20,0,0,38,13582,44,24,6.883333333333333,0
6996,244,2,0,0,1,1,1,0,22,3856,45,22,15.633333333333333,2
6997,442,40,0,0,3,20,0,0,39,22667,43,19,9.0,0
6998,80,66,0,6,0,1,1,0,140,269651,44,18,9.366666666666667,0
6999,244,2,1,3,0,13,0,0,67,461235,43,21,0.03333333333333333,2
7000,296,121,0,0,6,31,0,0,34,27373,43,17,20.216666666666665,0
7001,282,40,0,0,3,24,0,0,45,19416,43,25,13.433333333333335,1
7002,244,2,3,0,0,0,1,0,14,1416,46,24,13.766666666666667,2
7003,244,2,4,0,3,19,1,0,54,12394,40,24,12.716666666666667,2
7004,28,97,0,0,2,11,0,1,61,41419,41,18,9.333333333333334,3
7005,220,40,1,0,4,12,0,0,44,6073,46,17,10.3,0
7006,244,2,1,0,0,5,1,0,7,14408,41,19,15.216666666666667,2
7007,345,40,0,0,6,88,0,0,76,51574,46,15,4.316666666666666,3
7008,473,40,0,3,0,15,0,0,22,532615,40,15,19.3,3
7009,32,40,0,0,22,128,1,1,29,95961,45,21,8.716666666666667,3
7010,326,119,0,6,0,6,1,0,74,16591,44,16,23.41666666666667,0
7011,244,2,0,2,0,0,0,0,42,49230,40,23,16.0,2
7012,93,40,0,2,6,27,1,0,35,20401,40,19,9.416666666666666,0
7013,220,40,0,2,0,0,0,0,82,4,44,24,16.3,0
7014,80,66,0,2,0,5,1,0,135,10529859,45,24,8.916666666666666,2
7015,220,40,0,6,8,36,0,0,46,11155,45,18,3.8166666666666655,0
7016,154,40,0,0,4,12,0,0,27,20223,42,21,1.0666666666666669,0
7017,326,119,0,0,2,34,0,0,61,11389,40,15,8.6,0
7018,32,93,0,0,24,221,0,0,62,130205,43,14,0.35,3
7019,447,40,0,6,4,23,0,0,43,9761,44,18,21.86666666666667,3
7020,238,9,0,0,4,13,1,0,42,16121,44,20,13.766666666666667,0
7021,244,2,0,0,0,4,1,0,39,3686,46,21,9.166666666666666,2
7022,244,2,3,0,0,0,1,0,49,1304,41,23,10.783333333333333,2
7023,50,40,0,6,6,12,0,0,41,8251,26,3,0.0,0
7024,244,2,0,0,0,12,1,0,72,6424,40,25,12.55,2
7025,236,40,0,0,11,70,1,0,65,89220,40,19,8.916666666666666,3
7026,273,129,0,0,2,26,0,0,15,14319,46,14,21.66666666666667,3
7027,288,108,0,0,18,108,1,0,115,86345,44,24,6.9833333333333325,3
7028,156,113,0,0,20,174,1,0,44,150283,46,15,10.0,0
7029,244,2,0,0,0,3,1,1,43,1818,45,24,14.583333333333336,2
7030,317,40,0,0,13,70,1,0,50,29623,44,15,12.366666666666667,3
7031,493,40,0,0,4,22,0,0,37,27585,40,23,7.666666666666668,0
7032,244,2,0,0,0,7,1,1,58,8979,43,25,19.416666666666668,2
7033,477,40,0,0,10,48,0,0,56,57287,40,19,18.55,0
7034,345,40,0,0,9,36,0,0,57,51173,45,22,16.083333333333332,3
7035,244,2,3,0,0,3,1,0,69,62886,44,15,17.533333333333335,2
7036,227,38,0,0,5,20,1,0,92,12646,45,22,16.266666666666666,0
7037,282,40,0,0,17,71,0,1,135,78148,40,15,12.1,1
7038,191,40,0,0,37,91,0,0,88,54034,41,24,1.1833333333333331,3
7039,191,40,0,6,40,93,0,0,41,67259,42,25,2.65,3
7040,495,130,0,0,0,21,1,0,67,14308,46,19,7.916666666666668,0
7041,244,2,2,0,0,0,1,0,40,434042,45,19,11.066666666666665,2
7042,493,40,0,6,3,14,0,0,38,24772,45,14,17.75,0
7043,392,40,0,0,14,114,0,0,63,106881,45,24,17.616666666666667,1
7044,244,2,0,0,1,12,1,0,31,6369,42,22,22.48333333333333,2
7045,487,40,0,0,18,62,0,0,53,93812,40,24,14.266666666666667,3
7046,514,98,0,0,3,24,1,0,60,29030,40,14,20.666666666666668,0
7047,244,2,6,0,14,28,0,0,23,39803,41,24,16.316666666666666,2
7048,447,40,0,6,6,8,1,0,15,5639,32,2,0.5,0
7049,326,119,0,2,0,0,1,0,50,2866,44,22,15.466666666666667,0
7050,310,40,0,0,30,210,1,0,169,89121,44,19,6.333333333333332,0
7051,296,121,0,0,15,57,0,0,32,46404,41,17,0.4833333333333333,3
7052,487,40,0,0,16,53,0,0,68,85198,44,23,6.45,3
7053,299,156,0,0,11,42,0,0,35,11631,46,25,16.05,3
7054,97,129,0,0,1,13,1,0,34,9962,40,14,20.6,0
7055,32,93,0,0,6,115,0,0,50,54986,45,21,1.4166666666666667,3
7056,244,2,0,0,0,0,1,1,98,10416,41,21,20.35,2
7057,477,40,0,0,4,14,1,0,25,6325,43,21,20.966666666666665,0
7058,487,40,0,0,8,41,0,0,65,56776,43,18,11.066666666666665,3
7059,493,40,0,0,4,19,0,0,36,26988,46,15,16.183333333333334,0
7060,357,40,0,0,3,28,1,0,66,48551,44,15,8.966666666666667,3
7061,310,40,0,0,19,163,1,0,189,72834,43,17,8.15,0
7062,282,40,0,0,11,66,0,0,45,51738,41,16,8.483333333333333,1
7063,296,121,0,0,6,31,0,0,34,26740,40,21,16.366666666666667,0
7064,244,2,2,0,0,4,1,0,30,9669,40,19,16.033333333333335,2
7065,244,2,1,3,0,0,0,0,136,435660,40,14,14.9,2
7066,219,93,0,2,0,0,1,0,31,27167,40,25,5.116666666666666,0
7067,485,40,0,0,17,137,0,0,57,82931,46,15,10.966666666666667,1
7068,477,40,0,0,38,209,1,0,87,179347,43,25,0.6166666666666667,0
7069,310,40,0,0,20,142,1,0,177,64706,43,14,7.0,0
7070,282,40,0,0,14,75,0,0,47,67253,41,17,8.066666666666666,1
7071,326,119,0,0,6,23,0,0,55,15898,41,25,8.033333333333333,3
7072,310,40,0,0,29,183,1,1,161,80131,45,22,6.333333333333332,3
7073,244,2,0,0,0,41,1,0,37,18196,40,23,13.983333333333333,2
7074,220,40,0,6,2,12,0,0,32,4412,45,16,3.1333333333333333,0
7075,244,2,0,7,0,4,1,1,79,5887,40,20,13.35,2
7076,326,119,0,7,0,2,0,0,47,1193,43,25,0.8833333333333333,0
7077,32,93,0,0,5,36,1,0,65,20429,43,25,14.433333333333335,3
7078,526,40,0,0,2,30,1,0,109,53177,43,20,16.55,0
7079,148,166,0,0,2,61,0,0,46,47319,41,23,1.9833333333333332,3
7080,55,40,0,6,17,36,1,0,36,23866,44,18,13.066666666666665,3
7081,477,40,0,0,1,21,1,0,160,33560,46,18,2.216666666666667,0
7082,191,40,0,6,24,61,0,0,43,44604,44,21,2.45,3
7083,485,40,0,0,11,120,0,0,37,69393,40,22,8.933333333333334,1
7084,254,135,0,6,10,26,0,0,56,17416,40,23,8.65,3
7085,443,40,0,0,0,13,0,0,55,17657,41,19,9.033333333333333,3
7086,282,40,0,0,7,22,1,0,25,27242,41,15,13.416666666666664,1
7087,244,2,0,0,0,14,1,0,44,6476,41,15,15.283333333333333,0
7088,429,129,0,0,8,71,0,0,66,79961,40,22,19.78333333333333,0
7089,326,119,0,7,0,0,0,0,57,688,22,5,0.5,0
7090,443,40,0,0,0,11,0,0,52,5221,43,16,9.066666666666666,0
7091,97,129,0,0,1,9,1,0,27,7969,46,22,21.88333333333333,0
7092,326,119,0,0,2,33,0,0,61,12023,40,25,0.7,0
7093,244,2,4,0,0,2,1,0,21,3028,46,17,10.7,2
7094,521,40,0,0,16,65,0,0,79,53990,42,20,8.983333333333333,1
7095,244,2,4,2,0,21,1,0,122,30497421,41,23,19.766666666666666,2
7096,74,40,0,0,6,35,1,0,37,37567,45,15,0.05,0
7097,345,40,0,0,17,74,0,1,75,70003,44,24,13.183333333333335,0
7098,191,40,0,6,28,69,0,0,55,49931,45,25,4.333333333333333,3
7099,212,40,1,0,2,13,0,1,50,2562,40,25,7.45,2
7100,521,40,0,0,28,112,1,1,72,85078,40,22,13.933333333333335,1
7101,31,40,0,2,0,47,0,0,111,1136350,41,19,17.683333333333334,0
7102,487,40,0,0,25,54,0,0,55,67970,45,17,12.083333333333336,3
7103,88,73,0,0,4,10,0,0,30,4978,46,15,9.2,0
7104,259,66,0,0,0,3,1,0,54,2617,41,24,9.516666666666667,2
7105,244,2,2,0,0,16,1,0,52,5367,41,22,15.216666666666667,2
7106,32,93,0,0,7,146,0,0,44,74024,43,22,0.2,3
7107,512,93,0,0,0,9,0,0,104,11177,41,23,12.533333333333333,0
7108,487,40,0,0,16,55,1,0,97,88089,42,23,11.933333333333335,3
7109,493,40,0,0,4,19,0,0,37,27577,43,23,19.433333333333334,0
7110,244,2,1,0,1,37,1,0,101,27344,46,23,17.383333333333333,2
7111,230,40,0,0,1,12,0,0,35,32778,43,15,3.733333333333333,0
7112,244,2,18,0,1,7,1,1,26,7852,46,18,16.983333333333334,2
7113,493,40,0,0,4,19,0,0,36,27454,40,21,5.883333333333333,0
7114,282,40,0,0,4,26,0,0,29,22624,45,20,10.6,1
7115,55,93,0,6,5,16,0,0,78,7572,46,14,18.266666666666666,3
7116,469,40,0,6,1,4,1,0,27,3099,37,4,0.0,0
7117,244,2,0,0,0,24,1,0,41,5971,41,21,3.183333333333333,2
7118,244,2,0,0,0,3,1,0,48,10895,45,24,18.05,2
7119,96,40,0,0,1,9,1,0,31,8798,32,3,0.5,0
7120,27,40,0,0,4,19,0,0,57,22911,45,21,12.35,3
7121,477,40,0,0,3,25,0,0,103,50047,46,20,17.066666666666666,0
7122,244,2,0,0,0,0,1,0,21,577,46,25,14.566666666666665,2
7123,220,40,0,6,12,52,0,0,32,15311,45,17,13.3,0
7124,461,40,0,0,2,16,0,0,42,23947,40,21,14.233333333333333,3
7125,282,40,0,0,2,34,0,0,45,23290,44,17,10.3,1
7126,32,93,0,0,18,182,0,0,60,102885,46,14,0.36666666666666653,3
7127,347,40,1,0,6,12,0,0,23,7117,43,22,13.266666666666667,0
7128,493,40,0,0,4,19,0,0,36,26868,40,21,5.7333333333333325,0
7129,244,2,0,0,0,7,1,0,39,7923,41,18,13.666666666666664,2
7130,272,40,0,0,2,12,0,0,66,14616,45,18,5.333333333333333,0
7131,403,47,0,0,35,128,1,0,57,88773,40,14,12.4,3
7132,332,40,0,0,7,34,0,0,37,33807,40,15,18.183333333333334,0
7133,244,2,2,0,0,0,1,0,29,3981,42,23,12.35,2
7134,69,129,0,0,6,28,0,0,39,42089,45,16,16.716666666666665,0
7135,392,40,0,0,10,107,0,0,131,88683,46,16,6.35,1
7136,521,40,0,0,12,51,0,0,106,44676,44,16,8.3,1
7137,244,2,0,0,0,9,1,0,43,12219,45,24,3.0,2
7138,212,40,1,0,3,18,0,0,48,3312,43,19,11.533333333333333,2
7139,338,147,0,0,12,65,0,0,41,27128,42,14,8.116666666666667,3
7140,282,40,0,0,4,26,0,0,29,22470,45,14,3.7,1
7141,370,40,0,0,0,2,0,0,10,2588,44,24,6.316666666666666,0
7142,220,40,1,0,4,12,0,0,53,6137,41,25,18.683333333333334,0
7143,326,119,0,0,8,61,0,0,82,26021,45,19,6.15,0
7144,282,40,0,0,10,45,0,1,39,47057,46,23,1.1833333333333331,1
7145,244,2,3,0,0,0,1,0,18,1077,44,15,11.783333333333333,2
7146,485,40,0,0,32,220,0,1,116,91672,45,18,9.733333333333333,1
7147,220,40,0,6,20,84,0,0,37,24964,42,22,4.483333333333333,0
7148,419,78,0,0,12,51,1,0,61,25212,44,15,11.033333333333333,3
7149,265,39,0,0,0,9,1,0,46,13510,40,21,17.516666666666666,0
7150,244,2,0,0,0,1,1,0,20,3089,45,14,10.5,2
7151,272,97,0,0,3,12,0,0,102,17629,45,20,19.53333333333333,0
7152,282,40,0,0,4,26,0,0,45,20244,41,25,2.9166666666666665,1
7153,230,40,0,0,2,16,0,0,28,30705,46,25,18.58333333333333,0
7154,432,40,0,0,4,32,0,0,114,16981,41,19,14.383333333333333,0
7155,55,93,0,6,1,16,0,0,82,7584,43,14,7.083333333333332,3
7156,392,40,0,0,17,124,1,1,73,106811,44,20,20.316666666666666,1
7157,296,121,0,0,9,59,1,0,24,43378,40,25,23.2,3
7158,470,40,0,0,0,7,1,0,51,3912,43,15,6.15,3
7159,310,40,0,0,29,195,1,0,169,83668,46,18,7.083333333333332,0
7160,228,40,0,0,7,59,0,0,35,36753,45,16,9.1,0
7161,344,77,0,0,0,4,1,0,32,1210,40,14,3.8333333333333335,0
7162,244,2,4,2,0,0,0,0,34,630530,41,20,11.483333333333333,2
7163,212,40,1,0,2,13,0,0,59,2293,46,24,2.9166666666666665,2
7164,407,120,0,0,3,18,0,1,35,17476,40,9,20.116666666666667,1
7165,485,40,0,0,26,184,0,0,87,105470,41,25,8.933333333333334,1
7166,128,93,0,0,1,7,0,0,69,2716,42,25,10.883333333333333,3
7167,362,40,0,2,0,0,0,0,52,4,41,21,10.433333333333334,3
7168,220,40,0,6,6,28,0,0,36,9205,45,14,3.95,0
7169,414,77,0,6,50,105,0,0,41,33227,46,7,20.133333333333333,0
7170,32,93,0,0,9,120,0,0,30,60852,43,16,0.1,3
7171,162,50,0,0,1,7,0,0,158,2945,42,17,8.166666666666666,0
7172,493,40,0,0,4,19,0,0,34,26850,46,18,8.416666666666666,0
7173,69,129,0,0,4,23,0,0,63,46162,45,22,8.8,0
