Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
2951,245,2,19,2,0,0,1,0,229,5816,40,15,432
2952,245,2,1,0,0,0,1,0,190,4276,45,16,1405
2953,485,41,0,0,24,80,0,0,220,16301,42,19,1379
2954,283,41,0,0,4,187,0,0,215,6160,41,25,1388
2955,32,94,0,0,30,97,1,0,180,17817,45,18,1238
2956,192,41,0,5,22,244,1,0,230,10998,45,15,1104
2957,518,41,0,0,0,1,0,0,195,3108,24,3,0
2958,493,41,0,0,38,101,0,0,190,6517,43,21,448
2959,409,50,0,0,0,195,1,0,190,4786,45,25,271
2960,69,130,0,0,49,183,0,0,220,10751,45,19,521
2961,493,41,0,5,38,68,0,0,196,5966,43,19,1249
2962,165,130,0,0,21,266,0,0,111,17463,45,20,159
2963,345,78,0,0,0,216,1,0,181,1629,40,14,424
2964,156,75,0,0,0,212,1,0,190,8188,46,25,828
2965,192,41,0,5,34,268,0,0,261,13435,46,22,725
2966,283,41,0,0,25,11,0,1,217,17852,46,25,1084
2967,103,41,0,0,11,243,0,0,220,11342,44,19,680
2968,485,41,0,0,34,63,0,1,246,15966,45,19,546
2969,446,77,0,2,0,262,0,0,208,9774,41,17,233
2970,32,94,0,0,28,168,1,0,12,1191,41,23,41
2971,379,74,0,0,9,217,0,0,199,2453,42,21,1195
2972,419,79,0,0,30,33,0,0,190,332,41,21,467
2973,473,94,0,0,70,101,0,0,230,13706,42,14,185
2974,169,37,0,5,4,272,0,0,218,15953,45,18,1180
2975,245,2,0,0,0,0,1,0,122,9239,44,21,602
2976,169,125,0,5,4,217,1,0,186,12914,45,14,846
2977,406,121,0,0,6,241,0,1,229,8785,40,17,1322
2978,213,41,14,0,0,2,0,0,186,6489,45,20,363
2979,154,41,0,0,28,248,0,0,201,785,40,21,1338
2980,259,41,0,0,49,195,0,0,222,14763,40,15,515
2981,521,41,0,0,25,36,0,0,260,17662,46,14,1296
2982,254,41,0,5,0,210,0,0,223,14173,46,24,328
2983,477,41,0,0,18,264,1,0,231,1369,42,25,1082
2984,292,41,0,0,49,101,1,0,186,3884,46,25,506
2985,9,41,0,0,1,35,1,0,241,9854,46,14,289
2986,371,41,0,3,0,0,0,0,241,10441,43,17,1294
2987,404,41,0,0,0,251,1,0,177,16682,43,23,1152
2988,245,2,16,3,0,0,0,0,245,14744,44,17,466
2989,485,41,0,0,22,111,0,0,9,18249,45,21,1439
2990,266,40,0,0,49,147,0,0,222,16191,41,25,783
2991,493,41,0,0,38,101,0,0,190,6535,44,17,1131
2992,221,41,0,5,38,113,0,0,181,14485,40,16,996
2993,392,41,0,0,11,8,1,1,29,400,45,19,164
2994,50,41,0,5,60,24,0,0,203,16683,24,3,0
2995,213,41,1,0,15,24,0,0,252,5295,44,21,869
2996,245,2,1,0,0,13,0,0,170,4483,45,25,663
2997,257,41,0,0,78,226,0,0,227,12157,44,19,1216
2998,485,41,0,0,70,231,0,0,222,9058,40,21,1363
2999,485,41,0,0,2,26,0,0,244,14771,45,22,1417
3000,245,2,16,0,0,1,0,0,180,16064,42,19,549
3001,245,2,0,3,0,0,0,0,251,14047,44,25,1283
3002,245,2,18,0,0,0,1,0,161,8247,44,25,390
3003,339,65,0,0,4,208,0,0,199,11107,46,20,685
3004,80,67,0,5,1,216,0,0,162,1098,45,16,1313
3005,32,41,0,3,0,0,0,0,210,2034,46,17,631
3006,477,41,0,0,70,215,1,0,72,9564,41,23,533
3007,327,120,0,6,0,0,1,0,176,10512,29,4,30
3008,283,41,0,0,27,158,0,0,173,4778,42,22,1239
3009,32,94,0,0,24,43,0,0,243,16318,46,17,471
3010,80,67,14,0,0,0,0,0,150,4053,41,21,171
3011,289,109,0,0,18,32,0,0,5,16833,40,15,1362
3012,247,41,0,0,20,22,0,0,239,15801,42,19,1111
3013,169,9,0,0,82,210,0,0,145,7413,46,25,1253
3014,521,41,0,0,25,25,0,0,222,16162,45,19,254
3015,254,41,0,5,4,71,0,0,252,17856,40,16,1297
3016,521,41,0,0,14,252,1,0,223,13656,44,23,50
3017,493,41,0,5,38,46,0,0,206,5745,43,15,420
3018,245,2,0,0,0,0,0,0,205,2379,46,24,127
3019,297,122,0,0,20,283,0,0,67,17997,44,23,1231
3020,245,2,16,0,0,1,1,0,100,14257,45,16,334
3021,245,2,0,0,0,210,1,0,195,3515,44,23,566
3022,345,78,0,0,0,216,1,0,181,1629,40,14,1116
3023,231,41,0,0,38,183,0,0,240,7914,42,14,1298
3024,32,41,0,6,0,216,0,0,180,1884,45,14,486
3025,273,98,0,0,15,24,1,0,216,3268,45,23,1369
3026,244,41,0,0,31,114,1,1,268,3946,45,16,236
3027,245,2,14,0,0,112,1,1,222,8055,41,21,406
3028,493,41,0,0,38,101,1,0,195,6907,41,16,1298
3029,392,41,0,0,1,27,1,0,222,17883,45,20,395
3030,501,94,0,0,1,216,1,0,226,10628,40,19,426
3031,283,41,0,0,27,158,0,0,208,4164,46,15,217
3032,485,41,0,0,70,231,0,0,230,10305,44,19,1420
3033,339,65,0,0,4,208,0,0,199,11234,43,20,422
3034,485,41,0,0,12,255,0,0,203,10622,41,19,635
3035,192,41,0,5,12,225,0,0,203,9644,45,19,79
3036,169,37,0,5,49,7,0,0,227,14629,45,22,1426
3037,35,39,0,5,38,147,0,0,173,4415,45,23,529
3038,116,130,0,0,12,276,1,0,208,13517,41,19,689
3039,221,41,0,0,15,262,0,0,78,11834,41,16,1398
3040,9,41,0,0,15,158,1,0,5,11390,46,20,1067
3041,35,39,0,5,27,221,1,1,207,10543,40,22,496
3042,327,120,0,5,0,1,1,0,207,2479,9,6,0
3043,245,2,1,0,0,0,1,0,145,11185,45,18,603
3044,245,2,14,0,0,112,1,0,199,2061,45,23,480
3045,493,41,0,5,38,46,1,0,211,5827,44,18,802
3046,487,41,0,0,70,223,1,1,231,14739,42,20,474
3047,493,41,0,0,38,101,0,0,196,6778,44,23,361
3048,477,41,0,0,1,79,1,0,14,8343,40,22,307
3049,192,41,0,0,33,278,1,0,256,13451,46,24,70
3050,245,2,2,0,15,112,1,0,245,200,44,14,142
3051,392,41,0,0,8,15,0,0,221,701,43,24,1239
3052,340,41,0,0,0,90,1,1,195,16736,27,5,0
3053,245,2,18,0,0,2,1,0,189,13072,46,19,13
3054,337,65,0,0,10,229,1,0,230,12810,40,19,33
3055,192,41,0,5,34,279,1,0,265,14567,44,24,487
3056,339,147,0,0,6,245,0,0,161,6748,45,14,1323
3057,346,41,0,0,49,158,1,0,237,9103,45,23,621
3058,221,41,0,5,60,187,0,0,190,17686,43,14,1048
3059,419,79,0,0,24,8,0,0,165,2394,41,24,1381
3060,221,41,0,5,16,267,0,0,190,6290,42,20,175
3061,493,41,0,5,38,46,0,0,186,5697,42,17,1271
3062,345,78,0,0,0,216,1,0,181,1629,40,14,436
3063,221,41,0,5,38,113,0,0,196,14402,44,20,1177
3064,245,2,16,0,0,1,0,0,212,16046,45,17,1430
3065,404,41,0,0,0,251,1,0,211,11026,42,22,512
3066,289,109,0,0,24,33,0,1,170,17516,45,23,567
3067,245,2,0,0,0,0,1,0,122,7047,40,25,447
3068,116,130,0,0,23,43,0,0,244,1030,44,15,1335
3069,221,41,0,5,6,231,0,0,190,2926,43,14,46
3070,32,94,0,0,20,43,0,0,209,13426,45,19,1270
3071,221,41,0,5,15,24,0,0,181,10793,44,16,1116
3072,245,2,1,0,0,216,0,0,201,8333,41,21,134
3073,245,2,16,2,0,1,1,0,208,4863,40,16,1417
3074,392,41,0,0,2,7,1,0,6,17030,40,22,4
3075,245,2,16,0,0,0,1,0,232,6051,42,19,344
3076,213,41,1,0,15,35,0,0,221,5422,46,18,453
3077,493,41,0,0,38,101,0,0,195,6810,42,23,263
3078,392,41,0,0,11,14,0,1,210,730,46,24,245
3079,245,2,17,2,2,57,1,0,238,17110,42,21,1260
3080,392,41,0,0,15,46,0,1,224,600,46,24,73
3081,304,41,0,0,38,199,0,0,111,5364,40,25,426
3082,221,41,0,5,6,231,0,0,190,2901,45,17,1150
3083,129,41,0,0,4,263,1,1,161,16896,45,24,579
3084,477,41,0,0,70,215,1,0,85,9607,42,23,551
3085,221,41,0,6,0,0,1,0,252,17265,41,22,924
3086,245,2,14,0,0,112,1,0,173,1999,45,20,235
3087,32,94,0,0,60,233,0,0,265,6365,44,22,1168
3088,493,41,0,0,38,101,0,0,190,6540,40,21,636
3089,493,41,0,0,38,101,0,0,199,7067,43,24,1056
3090,245,2,14,0,0,0,1,0,207,2041,45,23,140
3091,245,2,0,0,0,112,1,0,205,17994,43,24,266
3092,245,2,0,0,0,240,1,0,196,9117,44,15,272
3093,245,2,16,2,0,0,0,0,211,8867,40,16,542
3094,149,41,0,0,27,24,0,0,217,18592,45,15,373
3095,493,41,0,0,38,101,0,1,195,7282,45,25,622
3096,477,41,0,0,9,244,0,0,6,1417,42,19,123
3097,463,109,0,0,60,191,1,0,241,8194,44,19,702
3098,221,41,0,0,15,24,0,0,182,8507,40,20,1318
3099,245,2,0,2,0,0,0,0,211,6737,43,24,266
3100,165,130,0,0,21,266,0,0,203,17568,45,15,319
3101,283,41,0,0,78,219,0,0,224,9006,41,14,1299
3102,116,130,0,0,38,263,1,1,207,305,40,22,184
3103,432,41,0,0,38,201,0,0,16,5309,41,15,443
3104,97,130,0,0,1,273,1,0,170,14729,45,19,577
3105,425,41,0,0,0,13,0,0,205,5409,40,18,710
3106,302,41,0,2,0,273,1,0,224,12306,45,19,905
3107,485,41,0,0,70,265,0,0,20,12921,45,24,462
3108,245,2,18,0,0,1,0,0,56,13100,46,16,611
3109,116,130,0,0,38,208,1,0,153,5362,45,20,509
3110,441,41,0,0,49,90,1,0,122,4187,46,15,1198
3111,32,94,0,0,49,219,0,0,267,4098,45,25,444
3112,493,41,0,0,38,101,0,0,195,7123,40,16,410
3113,228,41,0,0,38,90,1,0,201,8475,44,24,1320
3114,221,41,0,0,38,90,0,0,211,13815,43,14,350
3115,283,41,0,0,49,219,0,0,173,7771,46,15,580
3116,306,72,0,0,82,229,1,0,182,9084,45,15,785
3117,245,2,0,0,0,68,0,0,263,1311,45,14,439
3118,487,41,0,5,4,213,0,1,231,11323,41,25,403
3119,228,41,0,0,82,205,1,0,217,5591,46,20,1370
3120,314,168,0,0,82,212,0,0,145,2253,44,14,670
3121,247,41,0,0,18,20,0,0,201,16368,42,14,1083
3122,55,94,0,5,38,24,0,0,133,14672,46,17,653
3123,283,41,0,0,38,205,0,0,218,7777,45,22,1036
3124,311,41,0,0,24,72,1,1,69,15348,46,22,1220
3125,346,41,0,0,12,259,0,1,245,15222,40,20,197
3126,27,41,0,0,4,230,0,1,5,10776,41,14,1099
3127,407,121,0,0,27,124,0,1,203,4251,42,16,1256
3128,345,78,0,0,0,216,1,0,181,1629,40,14,438
3129,245,2,0,3,0,0,0,0,161,14339,41,25,247
3130,313,41,0,0,38,46,0,0,189,15116,40,17,1140
3131,245,2,16,0,13,11,1,0,208,13498,40,17,977
3132,490,69,0,5,60,177,1,0,165,2260,44,25,360
3133,221,41,0,5,38,113,1,0,190,14603,44,19,105
3134,419,79,0,0,30,17,0,0,220,385,41,17,240
3135,304,41,0,0,70,223,0,0,177,12982,44,20,501
3136,32,94,0,0,14,27,1,0,224,12494,40,24,320
3137,245,2,0,0,0,251,1,1,0,3179,40,16,379
3138,493,41,0,0,38,101,0,0,195,6713,45,24,318
3139,221,41,0,0,15,24,0,0,182,8504,46,20,1364
3140,425,41,0,0,0,13,0,0,199,5403,42,18,323
3141,272,41,0,0,0,262,0,0,201,4377,45,24,1055
3142,362,41,0,2,0,0,0,0,234,10088,44,15,129
3143,297,122,0,0,49,177,0,0,45,4532,43,21,852
3144,311,41,0,0,8,23,1,1,104,12882,44,14,1260
3145,221,41,0,0,26,280,0,1,96,223,46,19,954
3146,245,2,19,0,0,35,1,0,212,5213,44,15,618
3147,245,2,16,0,0,0,1,0,180,2571,40,21,149
3148,62,41,0,0,0,0,0,0,19,2768,45,24,1207
3149,100,41,0,0,60,201,0,0,232,8610,46,20,803
3150,327,120,0,6,0,0,0,0,222,12540,32,4,30
3151,32,94,0,2,0,0,0,0,153,10088,46,25,752
3152,245,2,16,0,0,194,1,0,173,5220,40,14,865
3153,32,94,0,0,1,224,1,0,219,3454,44,18,687
3154,297,122,0,0,8,242,0,0,215,10564,40,20,507
3155,392,41,0,0,15,275,1,0,226,16187,42,20,286
3156,169,125,0,5,82,205,0,0,208,9344,45,14,497
3157,229,41,0,0,27,13,0,0,210,17409,42,15,857
3158,245,2,17,0,0,112,1,0,212,14063,46,25,139
3159,526,41,0,0,15,57,1,0,226,10899,42,22,1333
3160,25,94,0,0,0,228,1,0,232,9048,44,22,451
3161,289,109,0,0,14,28,0,0,181,17270,44,25,1311
3162,11,41,0,0,70,167,0,0,133,3095,41,20,14
3163,493,41,0,5,38,46,0,0,196,5754,40,25,1327
3164,273,98,0,0,38,35,0,1,219,3290,41,24,522
3165,493,41,0,0,38,101,1,0,195,6848,41,24,1276
3166,521,41,0,0,82,222,1,0,246,9912,41,14,767
3167,283,41,0,0,12,253,0,1,15,16039,40,15,234
3168,283,41,0,0,11,268,0,1,206,15690,41,18,1326
3169,221,41,0,5,15,24,0,0,190,11108,45,14,81
3170,277,94,0,5,0,101,1,0,266,16688,46,22,358
3171,379,74,0,0,9,219,0,0,189,2590,41,19,1317
3172,247,41,0,0,18,7,0,0,201,15201,42,15,734
3173,149,41,0,0,11,201,0,0,145,5536,44,24,358
3174,32,94,0,0,49,211,1,0,248,4379,42,19,752
3175,478,41,0,0,1,2,1,0,122,12063,42,19,291
3176,32,94,0,0,49,177,0,0,226,3837,40,21,161
3177,327,120,0,2,0,1,1,0,221,3808,40,24,1291
3178,345,78,0,0,0,216,1,0,181,1629,40,14,1066
3179,245,2,17,0,1,251,1,0,133,8939,42,23,831
3180,245,2,0,3,0,0,0,0,218,3358,40,25,227
3181,221,41,0,0,49,135,0,0,211,1593,45,17,147
3182,406,121,0,0,6,264,0,1,177,10802,45,14,1305
3183,392,41,0,0,38,46,0,0,115,2095,42,15,1221
3184,361,41,0,2,0,0,0,0,244,1774,46,19,185
3185,414,78,0,5,24,237,0,0,201,8970,40,24,882
3186,485,41,0,0,4,205,0,0,221,3194,40,25,364
3187,245,2,0,6,0,0,1,0,45,337,46,14,140
3188,345,78,0,0,0,216,1,0,181,1629,40,14,438
3189,228,41,0,0,38,68,1,0,216,848,40,18,81
3190,149,41,0,0,27,24,0,0,217,18540,45,15,387
3191,379,74,0,0,49,158,0,0,199,16880,42,20,1239
3192,37,98,0,0,38,124,0,0,122,8818,46,21,544
3193,493,41,0,0,38,101,0,0,195,6545,43,23,1231
3194,245,2,16,3,0,0,0,0,233,2809,41,15,225
3195,487,41,0,0,10,217,0,0,234,12710,41,16,316
3196,221,41,0,5,38,113,0,0,190,14364,45,21,743
3197,283,41,0,0,2,237,0,0,230,16875,46,25,15
3198,245,2,19,0,0,215,1,1,153,11995,41,25,895
3199,245,2,14,0,0,194,1,0,173,2377,44,24,318
3200,221,41,0,5,16,267,0,0,209,6231,42,20,175
3201,277,94,0,0,19,221,0,0,208,9060,44,23,620
3202,345,78,0,0,0,216,1,0,181,1629,40,14,446
3203,432,41,0,0,1,24,0,0,199,1307,41,24,377
3204,487,41,0,0,9,226,1,0,239,16274,43,23,1352
3205,221,41,0,5,15,24,0,0,181,11095,44,22,1283
3206,311,41,0,0,26,93,1,1,51,16936,40,16,1371
3207,392,41,0,0,6,14,1,1,222,644,45,19,202
3208,209,56,0,0,38,187,1,0,216,4868,40,14,140
3209,415,40,0,6,0,0,0,0,222,14911,42,18,920
3210,493,41,0,5,38,46,0,0,215,5711,41,18,417
3211,116,130,0,0,31,59,0,0,165,18657,41,20,1022
3212,245,2,0,0,0,210,1,0,196,3301,41,24,591
3213,393,41,0,0,82,245,1,0,218,17621,46,7,788
3214,297,122,0,0,16,270,0,0,153,16985,43,18,1414
3215,245,2,1,0,4,224,1,0,122,9109,42,15,938
3216,493,41,0,0,38,101,1,0,196,6957,45,24,954
3217,403,48,0,0,33,37,0,0,22,17622,45,17,180
3218,487,41,0,0,6,231,1,0,226,16256,42,15,446
3219,473,94,0,0,8,212,0,0,219,501,41,21,358
3220,155,158,0,0,78,229,0,0,228,9001,44,22,1349
3221,493,41,0,0,38,101,0,0,195,6885,45,23,462
3222,487,41,0,0,70,221,1,1,233,12768,44,20,1156
3223,154,41,0,0,11,208,0,0,253,5571,43,17,390
3224,392,41,0,0,15,57,0,0,44,1763,44,19,1115
3225,493,41,0,5,38,46,1,0,206,5750,43,24,1026
3226,252,121,0,5,0,1,1,0,238,17385,46,21,136
3227,392,41,0,0,6,12,1,0,9,546,46,25,275
3228,245,2,1,0,0,251,1,0,122,2708,42,15,652
3229,283,41,0,0,82,191,0,0,221,5343,41,25,1278
3230,311,41,0,0,30,157,1,1,99,711,44,16,1280
3231,485,41,0,0,2,246,0,1,223,8990,46,23,1357
3232,32,94,0,0,20,116,0,0,145,17863,41,20,5
3233,392,41,0,0,15,3,1,0,219,16801,42,19,424
3234,414,78,0,5,60,68,0,0,182,12759,40,20,98
3235,283,41,0,0,2,221,0,0,255,15807,46,19,3
3236,311,41,0,0,26,143,1,0,64,190,40,18,1434
3237,245,2,16,0,0,0,1,0,186,3448,44,14,432
3238,245,2,19,0,0,0,1,0,208,11763,46,14,288
3239,32,94,0,2,0,0,0,0,190,10088,41,15,36
3240,493,41,0,0,38,101,0,0,189,6584,44,19,306
3241,432,41,0,0,15,46,0,0,217,2520,45,13,787
3242,27,41,0,0,1,2,0,0,58,1583,46,19,651
3243,339,147,0,0,6,269,0,0,220,9216,41,17,453
3244,415,40,0,6,0,0,0,0,222,14844,41,18,803
3245,345,78,0,0,0,216,1,0,181,1629,40,14,426
3246,103,41,0,0,9,231,0,1,216,11806,40,20,709
3247,245,2,0,0,0,240,1,0,221,11326,45,16,793
3248,263,130,0,5,25,231,1,1,180,14769,41,19,309
3249,245,2,23,0,0,194,1,0,203,6190,44,25,467
3250,245,2,14,0,0,0,1,0,190,10891,40,19,1401
3251,414,78,0,5,11,219,0,0,261,5323,44,21,446
3252,345,78,0,0,0,216,1,0,181,1629,40,14,1066
3253,477,41,0,0,70,257,0,0,211,16938,43,20,970
3254,32,94,0,0,82,25,0,0,246,13777,40,21,1030
3255,245,2,16,2,0,0,0,0,212,13574,46,21,656
3256,495,131,0,0,1,90,1,0,262,430,44,24,107
3257,521,41,0,0,82,222,0,0,221,9883,43,21,162
3258,116,130,0,0,38,199,0,0,189,6387,44,15,451
3259,80,67,1,2,0,0,1,0,13,5965,41,23,286
3260,414,78,0,5,26,253,0,0,218,10930,41,17,143
3261,485,41,0,0,30,99,0,0,232,18078,43,15,1356
3262,245,2,14,0,0,1,0,0,153,6230,41,19,175
3263,327,120,0,6,0,0,0,0,222,12540,22,4,30
3264,154,41,0,0,22,238,0,0,206,15074,46,22,895
3265,245,2,0,0,0,194,1,0,195,11648,44,23,1105
3266,32,94,0,0,0,194,0,0,153,3540,40,20,746
3267,228,41,0,0,15,57,0,0,9,5616,44,22,1373
3268,217,41,0,0,1,251,0,0,238,17042,40,15,850
3269,32,94,0,2,0,0,0,0,7,10088,45,24,341
3270,327,120,0,5,0,1,1,0,261,10458,31,6,0
3271,493,41,0,0,38,101,0,0,199,7061,41,23,1133
3272,521,41,0,0,20,269,0,0,252,14137,44,20,761
3273,306,72,0,0,2,211,1,0,251,7587,42,19,469
3274,192,41,0,5,32,270,1,0,153,15489,41,14,126
3275,429,130,0,0,78,261,0,1,26,17515,40,14,245
3276,333,41,0,0,2,208,0,0,217,4027,40,25,1275
3277,80,67,0,2,0,101,0,0,97,1620,41,18,525
3278,241,130,0,0,82,215,1,0,3,5606,43,20,815
3279,470,41,0,0,0,13,1,0,203,12046,44,16,424
3280,129,41,0,0,82,227,0,1,186,12952,44,22,358
3281,330,41,0,5,27,158,0,0,203,1084,44,22,234
3282,327,120,0,6,0,0,0,0,222,12510,28,4,30
3283,245,2,0,0,0,124,1,1,216,7648,44,25,585
3284,221,41,0,5,15,24,0,0,170,10886,45,14,81
3285,339,147,0,0,6,269,0,1,209,8573,40,14,1335
3286,339,147,0,0,6,217,0,0,199,969,43,16,526
3287,397,41,0,5,49,113,0,0,226,4705,44,25,1398
3288,169,161,0,5,15,35,1,0,234,4316,44,23,132
3289,192,41,0,0,49,201,0,0,261,5807,45,16,274
3290,192,41,0,5,12,225,0,0,230,9601,40,25,350
3291,346,41,0,0,12,241,0,1,180,14656,40,18,304
3292,116,130,0,0,13,72,0,1,222,1524,44,22,1149
3293,521,41,0,0,9,237,0,0,219,10566,43,15,638
3294,383,41,0,0,26,14,1,0,205,18353,42,14,1227
3295,327,120,0,5,0,228,1,0,240,3164,45,7,788
3296,259,41,0,0,78,195,0,0,240,14597,40,18,490
3297,392,41,0,0,78,19,0,0,28,17197,44,14,1352
3298,245,2,1,0,0,240,0,0,195,12927,41,17,474
3299,55,41,0,5,13,208,0,0,181,5879,46,18,750
3300,221,41,0,5,38,113,0,0,209,14662,40,16,996
3301,283,41,0,0,11,249,0,1,11,15048,46,19,605
3302,447,41,0,5,20,225,0,0,243,4946,42,16,121
3303,32,94,0,0,16,28,0,0,219,13420,41,19,11
3304,155,106,0,2,0,0,0,0,241,10088,45,22,1311
3305,344,92,0,0,0,13,1,0,220,1013,44,14,408
3306,192,41,0,5,19,237,0,0,252,10400,44,20,114
3307,32,94,0,0,28,174,1,0,56,1400,40,16,14
3308,295,73,0,0,34,111,1,0,190,18398,46,23,10
3309,469,41,0,5,1,216,1,0,165,8373,30,5,0
3310,221,41,0,0,1,251,0,0,201,5619,41,22,147
3311,151,41,1,0,1,2,0,0,205,9728,45,24,1352
3312,100,41,0,0,0,13,0,0,229,16418,45,24,321
3313,9,41,0,0,15,158,1,0,3,11516,44,20,1290
3314,245,2,1,0,15,246,1,1,189,4998,41,23,227
3315,327,120,1,4,0,194,0,0,211,17367,41,16,603
3316,245,2,0,2,0,158,1,0,196,13146,45,14,44
3317,370,41,0,0,0,273,0,0,247,2997,44,25,1380
3318,383,41,0,0,2,249,0,0,201,11668,44,17,303
3319,96,41,0,5,0,0,1,0,181,16330,32,3,30
3320,221,41,0,0,78,135,0,0,238,6913,44,22,662
3321,231,41,0,0,15,90,0,0,207,9032,44,19,649
3322,415,40,0,6,0,0,0,0,222,14978,46,24,980
3323,32,94,0,0,49,177,0,0,226,3840,44,21,160
3324,297,122,0,0,49,208,0,0,203,8672,46,22,1407
3325,493,41,0,0,38,79,0,0,189,8099,41,15,787
3326,245,2,14,0,0,0,0,0,170,17992,46,19,411
3327,27,41,0,0,1,2,0,0,53,1134,41,17,624
3328,392,41,0,0,78,57,0,0,210,2214,41,18,1106
3329,245,2,0,0,0,194,0,0,181,9439,44,14,1021
3330,306,72,0,0,2,222,1,0,122,9116,42,15,412
3331,501,94,0,0,0,251,1,1,250,11958,42,24,632
3332,485,41,0,0,34,144,0,1,161,18314,46,18,534
3333,477,41,0,0,15,68,0,0,243,8881,44,15,791
3334,89,41,0,0,18,242,0,0,261,12441,40,18,291
3335,485,41,0,0,32,96,0,0,259,16844,43,19,1352
3336,245,2,16,0,0,0,1,0,196,8274,45,23,803
3337,327,120,0,5,0,112,1,0,34,3892,45,22,133
3338,493,41,0,0,38,79,0,0,186,7716,46,23,1415
3339,399,94,0,0,82,191,0,0,199,13874,44,21,371
3340,192,41,0,5,22,246,1,0,265,10966,41,17,99
3341,493,41,0,0,38,101,0,0,190,6544,45,17,271
3342,345,78,0,0,0,216,1,0,181,1629,40,14,426
3343,327,120,0,0,78,236,0,0,250,4968,40,15,1057
3344,32,94,0,2,0,0,0,0,37,10088,40,25,77
3345,493,41,0,0,27,101,0,0,199,6590,46,25,131
3346,213,41,0,6,0,194,0,0,223,17691,42,14,950
3347,327,120,0,2,0,262,1,0,100,16486,40,19,1423
3348,493,41,0,0,38,187,0,0,190,7802,45,25,1434
3349,117,94,0,0,60,124,0,0,180,8523,40,21,595
3350,402,8,0,5,1,101,1,1,56,3306,43,22,289
3351,345,78,0,0,0,216,1,0,181,1629,40,14,134
3352,487,41,0,5,4,224,0,1,217,12257,41,15,319
3353,96,41,0,5,1,240,1,0,209,14931,22,3,30
3354,245,2,0,0,0,251,1,0,226,15772,44,24,620
3355,154,41,0,0,8,187,0,0,217,4882,46,24,633
3356,392,41,0,0,6,14,0,1,17,17268,43,19,182
3357,32,94,0,0,9,47,0,0,206,16007,44,23,21
3358,306,72,0,0,82,227,0,0,180,10193,42,15,219
3359,213,41,1,0,15,135,0,0,220,8958,46,24,732
3360,231,41,0,0,38,183,0,0,170,7779,43,19,264
3361,342,69,0,0,70,233,1,0,255,10133,45,16,1045
3362,346,41,0,0,78,237,0,1,208,10018,44,25,203
3363,245,2,18,0,0,194,1,0,208,11819,44,25,715
3364,221,41,0,0,1,35,0,0,201,4004,46,15,203
3365,245,2,16,0,0,0,1,0,145,12001,43,19,919
3366,245,2,16,0,0,1,0,0,224,13124,40,14,256
3367,415,40,0,5,1,1,0,0,237,14999,41,16,668
3368,245,2,1,0,0,0,1,0,195,17244,41,15,792
3369,487,41,0,0,2,220,0,0,228,13457,42,18,243
3370,485,41,0,0,33,99,0,0,238,17017,44,19,1415
3371,327,120,0,0,15,46,1,0,251,6268,44,15,1264
3372,493,41,0,5,38,68,0,0,196,5843,45,18,1217
3373,245,2,6,2,0,0,0,0,186,13031,41,23,309
3374,406,121,0,0,38,191,0,1,189,4898,40,19,1263
3375,245,2,1,0,38,2,1,0,180,15333,45,14,328
3376,213,41,1,0,15,35,0,0,219,5422,41,18,875
3377,283,41,0,0,11,265,1,1,208,15256,41,21,1340
3378,346,41,0,0,16,243,0,1,221,14193,46,19,207
3379,388,41,1,0,10,213,0,0,15,16236,44,20,1323
3380,221,41,0,5,38,113,0,0,190,14184,45,17,1377
3381,169,9,0,0,70,167,1,0,177,3685,43,25,400
3382,345,78,0,0,0,216,1,0,181,1629,40,14,440
3383,283,41,0,0,18,243,0,1,27,14024,40,24,450
3384,245,2,16,0,1,57,1,0,208,13804,46,21,13
3385,245,2,1,0,0,0,1,0,122,12133,40,17,1350
3386,245,2,1,0,0,0,1,0,145,7370,40,23,575
3387,283,41,0,0,38,177,0,0,208,4430,45,19,314
3388,149,41,0,0,27,24,0,0,217,18518,45,15,509
3389,148,166,0,0,60,244,0,0,145,12573,41,21,600
3390,27,41,0,0,1,262,0,0,242,907,46,17,1084
3391,493,41,0,0,38,101,0,0,190,6887,46,25,544
3392,80,67,22,5,0,1,1,0,16,10504,40,16,1316
3393,490,24,0,5,14,225,0,0,186,4875,44,22,450
3394,407,121,0,0,82,221,0,1,227,6456,40,21,1142
3395,245,2,1,0,38,124,1,1,210,7516,46,21,475
3396,32,94,0,0,60,250,1,0,232,8331,41,15,1387
3397,306,72,0,0,82,237,0,0,190,9946,40,15,523
3398,80,67,0,2,0,112,0,0,229,13522,41,24,388
3399,111,45,0,0,70,191,0,0,229,9121,44,20,482
3400,477,41,0,0,29,277,0,0,208,830,40,19,497
3401,441,41,0,0,38,68,0,0,161,3852,43,24,1095
3402,283,41,0,0,11,247,0,0,29,14346,40,22,287
3403,245,2,0,3,0,0,0,0,180,10520,45,21,290
3404,157,130,0,6,0,1,1,0,177,11371,40,18,664
3405,493,41,0,0,38,101,0,0,227,6692,46,15,1065
3406,327,120,0,0,1,262,0,0,190,12354,46,22,527
3407,221,41,0,5,16,267,0,0,196,5859,43,19,770
3408,151,41,1,0,1,2,0,0,217,10445,40,19,1076
3409,221,41,0,0,27,262,0,0,216,6990,46,18,1319
3410,345,78,0,0,0,216,1,0,181,1629,40,14,442
3411,327,120,0,6,0,0,1,0,221,12622,32,3,30
