,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
3146,227,80,0,0,2,208,0,0,138,329,3,12,588
3147,255,83,0,1,0,119,1,0,176,8343,6,12,32
3148,81,90,0,0,46,126,1,0,178,1160,1,12,1141
3149,151,26,0,4,1,245,1,0,184,7547,2,13,357
3150,305,26,0,0,0,266,1,1,233,7953,1,16,1403
3151,108,78,0,0,11,276,0,0,184,4429,5,20,963
3152,171,26,0,0,1,13,0,0,164,7619,1,16,236
3153,121,105,0,4,1,176,0,0,176,312,5,17,357
3154,292,90,0,0,15,208,0,0,185,2603,2,20,364
3155,325,47,0,4,31,263,0,0,161,4876,7,6,785
3156,325,47,0,4,16,224,0,0,132,4185,5,16,324
3157,22,58,0,1,0,0,0,0,173,5108,7,16,136
3158,305,26,0,0,13,277,1,1,217,8123,5,13,1096
3159,187,3,19,0,0,256,1,0,209,1374,2,10,395
3160,62,40,0,1,0,233,0,0,198,62,7,18,1329
3161,187,3,0,6,0,0,0,0,189,5591,6,20,207
3162,405,26,0,0,10,240,0,0,231,5753,3,12,850
3163,386,26,0,0,35,99,0,0,163,3472,3,20,482
3164,272,26,0,0,2,196,0,0,195,4237,1,9,432
3165,225,94,0,0,8,31,1,0,5,7413,7,10,1307
3166,22,58,0,1,0,0,0,0,182,5108,3,16,1053
3167,295,26,0,0,19,34,0,0,165,8544,3,16,600
3168,171,26,0,0,1,78,1,0,165,914,5,13,297
3169,81,90,0,0,35,156,0,0,120,1543,6,13,63
3170,255,83,0,0,0,13,1,0,204,5286,7,12,472
3171,218,26,0,0,74,176,0,0,180,2574,6,19,1275
3172,287,26,0,0,29,259,0,0,161,1805,7,17,1090
3173,331,102,0,0,18,21,1,0,167,2667,3,10,1207
3174,187,3,1,0,0,109,1,0,182,1145,6,16,571
3175,81,90,0,0,35,138,1,0,151,1437,7,13,94
3176,270,41,0,0,67,209,1,0,177,2536,6,16,51
3177,380,26,0,0,3,275,0,0,226,5849,3,20,1032
3178,262,39,0,0,32,3,0,0,176,8546,6,15,62
3179,218,26,0,0,74,185,1,0,182,4376,2,12,673
3180,187,3,0,0,0,184,1,0,159,4669,2,13,524
3181,218,26,0,0,12,232,0,1,195,7008,6,13,564
3182,187,3,0,0,0,0,1,0,171,5738,2,10,1291
3183,187,3,1,0,0,0,1,0,149,2196,7,13,850
3184,292,90,0,0,17,229,0,0,178,3471,0,13,360
3185,22,58,0,1,0,0,0,0,159,5108,2,9,14
3186,163,26,0,0,12,227,0,1,195,6799,7,9,773
3187,405,26,0,0,5,222,1,0,4,5054,6,12,927
3188,171,26,0,0,13,126,0,0,195,18,7,18,265
3189,49,90,0,0,24,89,0,0,184,5367,1,16,471
3190,255,83,0,0,0,221,0,0,24,2569,6,12,200
3191,292,90,0,0,17,220,0,0,178,3170,0,12,303
3192,121,104,0,0,35,176,0,0,183,1267,1,12,767
3193,141,26,0,4,10,253,0,0,173,5045,4,17,356
3194,380,26,0,0,3,262,0,0,74,5560,3,13,1336
3195,187,3,13,0,0,1,1,0,76,5145,6,13,444
3196,53,26,0,4,1,176,1,0,224,1833,3,6,783
3197,81,90,0,0,46,176,1,1,186,2159,3,9,488
3198,386,26,0,0,35,99,0,0,159,3729,6,18,496
3199,187,3,13,0,13,35,1,1,149,1259,3,13,194
3200,392,90,0,2,0,0,0,0,151,5108,2,15,1049
3201,225,45,0,1,0,0,0,0,188,5108,2,18,357
3202,214,26,0,0,24,134,0,1,192,5363,1,10,563
3203,292,90,0,0,17,220,0,0,178,3374,0,10,455
3204,187,3,1,0,0,2,0,0,104,6272,3,18,868
3205,392,90,0,2,0,0,0,0,199,5108,3,17,126
3206,74,26,0,0,57,198,0,0,169,2284,7,14,481
3207,302,26,0,4,1,207,1,0,12,4822,0,14,943
3208,218,26,0,0,3,167,0,0,178,2864,2,20,1380
3209,86,26,0,0,11,222,0,1,173,4792,7,17,589
3210,167,26,0,0,0,24,0,0,195,3134,1,9,1242
3211,187,3,1,0,1,245,1,0,145,5598,5,10,959
3212,187,3,1,0,1,267,1,0,140,4536,7,19,526
3213,122,18,0,4,13,130,0,0,210,2238,6,15,364
3214,263,51,0,0,10,266,0,0,22,5309,6,14,54
3215,129,26,0,0,57,147,0,0,179,267,3,17,1274
3216,255,83,0,0,13,267,0,0,140,1998,5,13,359
3217,187,3,19,0,0,1,1,0,177,7660,7,13,197
3218,255,83,0,1,0,24,1,0,176,7967,7,18,33
3219,255,83,0,0,0,221,1,0,24,4037,5,13,1298
3220,218,26,0,0,17,261,0,0,186,1883,6,16,183
3221,81,90,0,0,67,191,0,0,164,3143,7,19,609
3222,141,26,0,4,3,232,0,0,104,4171,2,20,1183
3223,187,3,18,1,0,0,0,0,168,166,5,18,260
3224,255,83,0,0,0,221,0,0,24,3917,7,20,1
3225,310,84,0,6,0,1,1,0,153,8281,5,19,123
3226,384,41,0,4,9,199,1,0,161,1824,5,19,1132
3227,241,26,0,0,35,68,0,0,186,6369,5,10,1150
3228,171,26,0,0,1,13,0,0,168,7609,5,18,725
3229,187,3,0,0,0,0,0,0,159,2328,6,20,600
3230,5,90,0,0,2,199,1,0,207,751,4,9,270
3231,303,26,0,0,2,228,0,0,187,4699,5,16,510
3232,386,26,0,0,35,126,0,0,163,3877,2,13,1250
3233,380,26,0,0,34,175,0,0,190,8679,2,10,441
3234,287,26,0,0,28,260,0,0,165,2156,1,17,188
3235,72,26,0,4,57,68,0,0,175,6910,5,16,410
3236,187,3,1,1,0,2,0,0,140,294,5,10,916
3237,124,53,0,4,2,234,0,0,76,1570,2,17,448
3238,405,26,0,0,16,254,0,0,4,6628,7,11,884
3239,197,26,0,4,16,38,1,1,171,6585,6,13,1331
3240,187,3,1,0,0,221,1,0,168,4245,6,10,993
3241,187,3,0,0,1,267,1,0,231,7186,3,19,177
3242,141,26,0,4,34,50,1,0,145,7387,6,13,1223
3243,232,26,0,1,71,203,0,0,227,7190,0,13,67
3244,386,26,0,0,35,99,0,0,163,3581,4,20,356
3245,380,26,0,0,67,232,0,0,140,5100,4,11,9
3246,187,3,16,0,1,185,1,0,169,1210,6,9,583
3247,91,26,0,6,0,184,0,0,151,1479,6,5,782
3248,218,26,0,0,10,247,0,1,51,7836,6,20,1346
3249,321,24,0,0,42,8,0,0,188,4596,7,17,387
3250,325,47,0,4,15,227,0,0,164,4238,5,4,785
3251,392,90,0,2,0,0,0,0,138,5108,2,17,363
3252,217,58,0,4,46,13,0,0,185,3349,5,11,507
3253,386,26,0,0,24,99,0,0,157,3434,3,12,1351
3254,81,90,0,0,67,191,1,0,190,3724,5,16,656
3255,141,26,0,4,46,20,0,0,161,6170,7,14,1070
3256,187,3,0,0,24,233,1,0,182,964,3,10,278
3257,122,18,0,4,40,8,0,0,209,7205,7,14,648
3258,187,3,16,0,13,256,0,0,153,5724,6,10,1175
3259,140,26,0,1,0,0,0,0,185,5108,2,16,282
3260,22,58,0,1,0,0,0,0,153,5108,5,20,8
3261,380,26,0,0,5,10,0,0,119,6318,1,11,1083
3262,167,26,0,0,0,57,0,0,15,6286,1,9,1195
3263,83,65,0,4,12,227,0,0,76,3223,1,15,1292
3264,151,24,0,4,13,89,1,0,177,7103,2,16,392
3265,292,90,0,0,16,216,0,0,172,2734,0,16,340
3266,187,3,0,0,0,0,1,0,167,7832,5,10,420
3267,258,26,0,0,9,246,1,0,134,2458,3,9,1121
3268,331,102,0,0,53,73,0,0,229,4394,4,16,1358
3269,137,26,0,0,1,233,0,0,188,6997,4,11,1090
3270,321,24,0,0,0,68,1,0,225,5322,6,14,515
3271,380,26,0,0,67,226,0,0,202,5064,4,9,223
3272,255,83,0,4,0,221,1,0,175,6176,6,10,660
3273,386,26,0,0,35,130,0,0,163,3924,5,20,1289
3274,378,7,0,3,0,109,0,0,168,6483,7,19,989
3275,255,83,0,0,0,221,1,0,24,3794,4,13,112
3276,150,26,1,0,67,202,1,0,184,917,3,9,308
3277,5,90,0,0,0,1,1,0,153,1588,5,13,1397
3278,386,26,0,0,35,99,1,0,163,3506,6,19,1149
3279,255,83,0,6,0,0,0,0,45,184,1,17,1312
3280,187,3,16,0,1,203,1,0,168,1035,1,17,555
3281,405,26,0,0,10,235,0,0,183,5574,2,18,69
3282,325,47,0,4,38,265,0,0,163,3088,7,9,494
3283,186,3,0,4,0,1,1,0,167,8179,2,9,1304
3284,171,26,0,0,35,89,0,0,213,155,7,9,230
3285,380,26,0,0,7,9,0,0,48,6578,7,19,1085
3286,280,26,0,0,14,263,1,1,209,5232,0,19,967
3287,236,89,0,0,0,57,0,0,143,6471,5,11,448
3288,386,26,0,0,35,99,1,0,163,3573,2,18,1189
3289,255,83,0,0,0,184,1,0,157,8712,6,16,926
3290,5,90,0,0,1,2,0,0,178,4790,4,16,1162
3291,321,24,0,4,13,208,1,0,217,1059,0,16,1320
3292,380,26,0,0,2,269,0,0,203,5362,7,9,1348
3293,225,94,0,0,10,59,1,0,173,338,6,13,1189
3294,218,26,0,0,57,99,0,0,165,1823,6,10,1162
3295,297,46,0,0,7,214,0,0,159,1163,2,13,772
3296,72,26,0,0,67,208,0,0,174,2169,1,18,1404
3297,255,83,0,0,0,267,0,0,24,515,5,13,71
3298,305,26,0,0,3,12,1,1,216,7973,5,10,1309
3299,255,83,0,0,0,233,0,0,24,3796,2,19,102
3300,380,26,0,0,20,39,0,0,206,7585,6,19,507
3301,386,26,0,0,35,99,0,0,161,3790,1,20,690
3302,151,26,0,4,1,245,1,1,185,8139,7,15,172
3303,140,26,0,1,0,0,0,0,161,5108,1,17,580
3304,255,83,0,0,35,68,0,0,120,8260,7,13,1173
3305,170,26,0,0,74,198,1,0,157,3955,7,16,187
3306,292,90,0,0,17,216,0,0,183,2650,0,16,277
3307,167,26,0,0,2,167,1,0,174,2203,2,11,980
3308,386,26,0,0,35,99,0,0,161,3641,6,16,159
3309,280,26,0,0,22,259,1,0,179,5159,0,16,203
3310,5,90,0,0,0,207,1,0,30,4035,5,13,754
3311,163,26,0,0,57,185,1,0,151,1859,1,10,157
3312,405,26,0,0,10,242,0,0,226,6064,6,9,1248
3313,218,26,0,0,51,105,1,1,164,1834,5,12,1379
3314,187,3,1,2,0,0,0,0,132,4749,4,20,560
3315,187,3,0,0,0,184,1,0,200,204,5,16,356
3316,270,41,0,0,67,219,1,0,177,4278,7,16,109
3317,215,90,0,0,1,176,0,0,177,7648,5,13,782
3318,141,26,0,4,25,23,0,0,153,6397,7,10,526
3319,380,26,0,0,2,7,0,0,24,6941,1,16,273
3320,187,3,13,0,0,0,1,0,188,6574,6,14,545
3321,61,84,0,3,0,0,0,0,120,7669,0,14,353
3322,141,26,0,4,31,38,0,0,196,7189,3,16,1196
3323,255,83,0,0,0,256,0,0,23,920,6,11,178
3324,187,3,2,0,24,184,1,0,151,221,5,19,491
3325,233,26,0,4,57,119,0,0,178,642,7,18,1352
3326,292,90,0,0,16,225,0,0,179,3094,0,18,355
3327,81,90,0,0,46,126,1,0,159,1098,7,12,1110
3328,287,26,0,1,0,0,0,0,180,5108,6,16,298
3329,187,3,0,0,0,207,1,0,204,4088,5,19,293
3330,187,3,0,2,0,0,0,0,174,8310,6,19,710
3331,386,26,0,4,35,46,0,0,163,3026,7,14,391
3332,82,58,0,4,46,110,0,0,140,2228,7,14,870
3333,399,26,0,4,0,221,1,0,185,1690,2,7,784
3334,187,3,13,0,0,109,1,0,205,6422,5,15,465
3335,82,58,0,4,35,78,0,0,163,1874,6,17,974
3336,384,41,0,4,7,215,0,0,180,3391,5,12,1357
3337,270,41,0,0,57,208,1,0,177,2567,4,12,291
3338,305,26,0,0,0,274,1,0,180,7667,5,10,1307
3339,187,3,7,0,0,0,1,0,159,4448,5,19,558
3340,255,83,0,4,35,78,1,0,150,6521,6,10,1144
3341,292,90,0,0,15,219,0,0,204,3103,0,10,178
3342,22,26,0,2,0,0,0,0,174,2288,1,16,1274
3343,292,90,0,0,15,229,0,0,178,3971,0,16,357
3344,187,3,5,0,0,0,1,0,194,4758,6,11,294
3345,297,46,0,0,57,68,0,0,184,6685,1,14,1355
3346,187,3,0,0,0,109,0,0,159,4315,7,10,554
3347,149,26,0,0,57,196,0,0,23,1522,1,13,28
3348,292,90,0,0,15,214,0,0,210,3157,0,13,267
3349,187,3,0,0,0,184,1,0,164,5297,4,20,837
3350,187,3,18,1,0,0,0,0,167,6068,6,12,200
3351,292,90,0,0,16,216,0,0,182,2826,0,12,280
3352,131,26,0,0,0,267,1,0,159,4423,4,20,60
3353,126,14,0,4,29,250,0,0,150,4811,5,12,426
3354,81,90,0,0,35,134,0,0,213,390,1,15,65
3355,405,26,0,0,15,253,0,0,233,6510,7,20,986
3356,83,102,0,0,21,42,1,0,172,3395,1,13,1155
3357,81,90,0,0,15,273,1,1,183,6966,6,13,138
3358,108,78,0,0,6,30,1,0,172,737,5,10,714
3359,388,26,0,0,46,167,0,0,178,5483,7,17,361
3360,55,84,0,0,0,13,0,0,14,2051,3,12,1263
3361,392,90,0,2,0,0,0,0,171,5108,4,9,237
3362,81,90,0,0,46,147,0,0,176,1761,2,19,576
3363,153,26,0,0,10,199,0,0,173,7221,6,10,454
3364,330,26,0,0,0,13,0,0,163,2769,3,11,362
3365,5,90,0,0,0,134,0,0,183,8529,4,13,873
3366,187,3,1,1,0,0,0,0,184,7957,2,18,213
3367,218,26,0,0,74,191,1,1,187,4320,5,13,215
3368,224,26,0,0,17,248,0,0,177,6081,5,10,148
3369,225,45,0,1,0,0,0,0,198,5108,2,18,519
3370,305,26,0,0,1,57,1,0,165,6000,3,9,651
3371,72,26,0,0,67,191,0,0,174,1506,1,12,463
3372,22,58,0,1,0,0,0,0,41,5108,3,10,970
3373,262,39,0,0,1,233,0,0,187,654,7,20,84
3374,187,3,0,6,0,0,0,0,193,5449,2,19,1418
3375,325,47,0,4,8,196,0,0,161,417,3,14,748
3376,386,26,0,0,35,99,0,0,194,3673,5,10,514
3377,218,26,0,0,20,271,0,1,229,7674,6,19,634
3378,331,102,0,0,18,26,0,0,161,2874,3,20,1165
3379,380,26,0,0,7,9,0,0,121,6837,2,18,1079
3380,391,26,0,0,13,184,1,0,153,533,3,14,593
3381,239,26,13,4,0,0,1,0,159,2663,0,14,120
3382,142,26,0,4,46,91,1,0,167,8687,3,9,148
3383,187,3,15,0,1,46,1,0,168,6392,1,17,367
3384,108,78,0,0,5,199,0,0,112,4263,1,13,114
3385,374,65,0,4,5,202,0,0,194,1044,7,10,813
3386,121,104,0,0,57,198,0,0,184,1848,3,20,1181
3387,187,3,17,1,0,57,0,0,151,313,5,12,1125
3388,305,26,0,0,46,4,1,1,228,8007,7,14,354
3389,386,26,0,0,35,99,0,0,165,3883,7,18,1348
3390,255,83,0,6,0,0,1,0,161,2022,3,9,1406
3391,255,83,0,6,0,0,0,0,45,150,1,11,717
3392,256,26,0,4,9,202,0,0,37,784,4,12,1056
3393,255,83,0,3,0,0,1,0,193,4356,6,9,980
3394,187,3,0,0,0,0,0,1,112,8227,5,19,273
3395,202,24,0,4,0,0,1,0,176,5938,0,19,757
3396,252,26,0,0,0,221,0,0,205,6339,3,13,1283
3397,292,90,0,0,17,223,0,0,178,3298,0,13,356
3398,384,14,0,4,23,226,0,0,174,3290,5,10,230
3399,83,65,0,4,74,205,0,0,167,1925,3,12,885
3400,83,102,0,0,12,3,0,0,190,1754,5,17,1169
3401,162,26,1,0,13,119,0,0,182,4434,7,19,1033
3402,187,3,13,0,0,0,1,0,153,4075,4,13,782
3403,380,26,0,0,5,10,0,0,24,6550,2,16,1035
3404,140,26,0,1,0,0,0,0,185,5108,5,17,1220
3405,262,39,0,0,74,202,0,0,186,3813,7,14,70
3406,187,3,15,0,0,207,0,0,186,5730,2,13,509
3407,167,26,10,0,24,267,1,0,157,6663,4,10,1228
3408,170,26,0,0,46,126,1,0,187,7443,1,12,1091
3409,386,26,0,0,35,99,0,0,159,3513,3,14,1399
3410,187,3,13,0,0,0,1,0,127,4189,1,11,578
3411,405,26,0,0,15,255,0,0,215,6797,6,18,932
3412,221,74,0,0,32,84,0,1,151,100,1,16,1108
3413,321,24,0,4,13,208,1,0,217,1060,0,16,642
3414,305,26,0,0,1,270,1,1,218,7885,2,11,1268
3415,165,26,0,0,13,233,0,0,163,3983,2,16,387
3416,197,26,0,4,0,22,1,1,192,7523,3,15,1091
3417,156,26,0,1,0,0,0,0,171,5108,6,9,564
3418,255,83,0,4,0,109,1,0,205,872,1,0,784
3419,83,102,0,0,26,47,0,0,185,4788,3,12,528
3420,241,26,0,0,35,78,0,0,172,6214,7,20,1285
3421,256,26,0,0,10,226,0,0,163,1367,3,9,1127
3422,269,58,0,0,13,138,0,0,178,1451,5,13,1173
3423,355,74,0,0,57,176,1,0,179,4305,5,19,416
3424,380,26,0,0,32,152,0,0,182,8486,4,15,622
3425,107,66,0,0,67,134,0,0,167,1695,7,11,692
3426,292,90,0,0,16,220,0,0,178,3209,0,11,303
3427,74,26,0,0,46,156,0,0,187,1858,7,16,401
3428,187,3,1,0,0,0,0,1,143,7757,1,20,1386
3429,187,3,0,0,0,0,0,0,140,8730,2,10,132
3430,252,26,0,0,0,221,0,0,215,5050,4,13,1262
3431,386,26,0,0,35,99,0,0,163,3927,7,20,872
3432,6,32,0,0,1,2,0,0,132,7200,3,15,184
3433,292,90,0,0,17,225,0,0,185,3234,0,15,346
3434,331,102,0,0,18,23,0,0,167,2454,6,10,1181
3435,187,3,0,0,0,35,1,0,163,471,7,16,570
3436,380,26,0,0,2,20,0,0,18,6532,7,12,1250
3437,405,26,0,0,10,238,1,0,219,5791,2,20,784
3438,255,83,0,6,0,0,0,0,45,184,5,17,1252
3439,217,58,0,4,46,24,0,0,187,2912,7,13,1157
3440,25,4,0,0,24,13,0,0,173,3146,2,10,1078
3441,272,26,0,0,5,203,0,0,138,4620,1,18,211
3442,386,26,0,0,35,99,0,0,159,3542,6,18,450
3443,187,3,13,0,0,207,1,0,174,1414,5,20,313
3444,5,90,0,0,1,217,0,0,180,3211,6,20,653
3445,149,26,0,0,67,202,0,0,138,366,3,12,156
3446,325,47,0,4,24,256,0,0,5,4520,6,14,847
3447,297,46,0,0,13,46,0,0,159,5670,5,14,1404
3448,218,26,0,0,14,226,0,1,180,7417,2,19,546
3449,285,26,0,0,7,246,1,0,198,7143,1,9,11
3450,303,26,0,0,13,245,1,0,159,1034,4,11,940
3451,382,26,0,0,0,200,1,1,145,4018,2,15,652
3452,262,39,0,0,1,233,0,0,190,794,7,12,1151
3453,171,26,0,0,24,204,0,0,171,1527,5,19,284
3454,151,26,0,4,1,245,1,0,198,6948,5,9,341
3455,22,58,0,1,0,0,0,0,143,5108,7,20,31
3456,187,3,15,0,0,0,1,0,104,5080,2,20,539
3457,114,90,0,0,2,216,0,0,8,4740,3,20,25
3458,83,65,0,4,10,220,0,0,167,3892,7,12,1237
3459,286,26,0,0,9,203,0,0,200,576,4,14,441
3460,405,26,0,0,18,263,0,0,13,7055,7,17,13
3461,171,26,0,0,24,110,0,0,197,590,1,12,1390
3462,255,83,0,4,0,221,1,0,175,4716,0,12,642
3463,218,26,0,0,5,208,0,1,187,4019,5,20,251
3464,255,83,0,0,0,233,0,0,24,3156,5,20,22
3465,292,90,0,0,15,214,0,0,167,2526,0,20,383
3466,405,26,0,0,11,247,0,0,231,5976,1,19,521
3467,108,78,0,0,13,130,0,0,174,2188,2,19,746
3468,187,3,1,0,0,207,1,1,143,3079,6,10,413
3469,102,119,0,0,0,214,1,0,167,5066,7,20,1035
3470,22,58,0,1,0,0,0,0,198,5108,2,10,37
3471,62,40,0,1,0,2,0,0,183,8022,5,12,391
3472,262,39,0,0,1,233,0,0,188,569,7,10,1065
3473,255,83,0,0,0,207,1,0,169,5174,7,9,136
3474,187,3,18,2,0,0,0,0,208,7153,2,11,498
3475,255,83,0,0,0,221,1,0,24,2613,7,9,1044
3476,270,41,0,0,57,225,1,0,177,5256,5,12,833
3477,386,26,0,0,24,99,0,0,161,3896,6,20,137
3478,187,3,0,0,0,46,1,0,17,8554,7,10,1431
3479,255,83,0,6,0,109,1,0,145,5956,6,19,1288
3480,187,3,13,0,0,184,1,0,112,3957,6,20,395
3481,280,26,0,0,35,198,1,0,164,1390,0,20,956
3482,371,26,0,0,13,46,1,0,44,4805,6,14,541
3483,171,26,0,0,1,110,0,0,159,728,5,14,465
3484,187,3,15,0,0,0,1,0,175,3239,4,18,166
3485,137,26,0,0,35,68,0,0,153,363,6,17,1398
3486,380,26,0,0,6,19,0,0,125,6829,2,19,1071
3487,254,26,0,4,0,78,0,0,161,8297,6,14,970
3488,255,83,0,0,0,221,0,0,24,3005,6,19,38
3489,121,110,0,0,24,126,0,0,76,415,6,20,929
3490,156,26,0,1,0,0,0,0,164,5108,2,10,551
3491,187,3,0,0,1,207,1,0,196,687,6,18,433
3492,370,26,0,4,2,147,1,0,149,8489,7,12,978
3493,321,24,0,0,36,262,0,0,184,4360,6,14,539
3494,380,26,0,0,30,170,1,0,192,8469,2,10,952
3495,255,83,0,6,0,0,0,0,186,7480,0,10,441
3496,71,26,0,0,35,13,0,0,151,5389,1,20,1207
3497,82,58,0,4,24,256,0,0,173,5226,1,11,626
3498,187,3,0,0,0,0,1,0,104,5992,6,19,665
3499,218,26,0,0,31,6,1,1,33,895,6,9,877
3500,303,26,0,0,13,256,0,0,120,430,6,9,1241
3501,218,26,0,0,57,110,1,0,120,4844,6,19,302
3502,187,3,1,1,13,0,0,0,211,6441,2,16,1424
3503,292,90,0,0,16,216,0,0,192,2618,0,16,374
3504,168,26,0,0,1,256,0,0,153,2337,6,14,394
3505,151,26,0,4,1,245,1,1,196,8357,5,9,160
3506,255,83,0,0,0,1,1,0,153,816,5,13,393
3507,187,3,1,0,0,109,1,0,127,4064,6,20,472
3508,187,3,0,0,13,256,0,0,213,5959,5,13,531
3509,255,83,0,0,0,2,0,0,73,4033,2,18,1326
3510,197,26,0,4,0,20,1,1,190,7600,1,15,1433
3511,255,83,0,0,1,24,1,0,165,820,5,11,1327
3512,187,3,18,0,1,2,1,1,175,8628,3,13,55
3513,187,3,0,0,0,0,0,0,197,1280,2,19,989
3514,151,24,0,4,35,119,0,0,168,7738,1,13,275
3515,384,41,0,4,71,126,1,0,165,613,5,14,1375
3516,140,26,0,1,0,0,0,0,6,5108,7,20,955
3517,318,26,0,0,13,245,1,0,149,8146,3,18,66
3518,255,83,0,1,0,0,0,0,173,2009,4,14,1040
3519,280,26,0,0,22,263,1,0,164,4986,0,14,579
3520,187,3,0,0,0,110,1,0,104,1008,1,10,882
3521,187,3,13,0,1,24,1,0,178,8116,5,20,666
3522,141,26,0,4,15,227,1,0,171,5095,4,15,35
3523,292,90,0,0,14,219,0,0,206,3129,0,15,265
3524,187,3,17,0,0,184,1,0,151,3263,7,11,553
3525,187,3,16,0,0,0,1,0,23,3075,7,20,129
3526,163,26,0,4,71,198,0,0,182,4924,6,12,1095
3527,46,26,0,0,19,204,1,0,23,5112,2,15,406
3528,218,26,0,0,46,227,1,1,168,6963,7,11,66
3529,255,83,0,1,0,119,1,0,176,8332,3,19,1343
3530,187,3,0,0,0,1,1,0,173,4227,6,11,1380
3531,107,19,0,0,33,23,0,0,165,4946,3,12,345
3532,150,26,0,0,10,259,1,0,207,4244,5,17,466
3533,292,90,0,0,15,216,0,0,188,2551,0,17,367
3534,187,3,1,0,0,0,1,0,232,4045,6,18,572
3535,405,26,0,0,17,263,0,0,217,6869,7,14,510
3536,255,83,0,0,1,68,1,0,187,1089,1,9,1163
3537,331,102,0,0,18,21,0,0,195,2766,2,10,1195
3538,114,90,0,0,52,141,1,0,8,1239,2,12,415
3539,386,26,0,0,35,99,0,0,163,3482,7,20,522
3540,187,3,0,0,0,0,0,0,167,499,6,11,210
3541,72,26,0,0,67,191,0,1,174,1079,1,11,371
3542,173,26,0,0,1,222,0,0,76,1870,5,10,284
3543,187,3,18,2,0,0,0,0,178,210,5,13,1313
3544,386,26,0,0,35,99,0,0,159,3571,7,14,355
3545,305,26,0,0,8,12,1,1,193,89,6,16,1241
3546,297,46,0,0,13,57,0,0,145,5913,2,18,1124
3547,187,3,0,0,0,0,1,0,150,260,6,13,384
3548,218,26,0,0,54,100,1,1,164,1381,2,18,1378
3549,167,26,0,0,0,24,0,0,192,2996,5,17,890
3550,187,3,1,0,1,78,1,0,164,7001,4,10,830
3551,302,26,0,4,2,126,0,0,182,6642,4,18,1100
3552,187,3,18,0,13,109,1,0,51,1537,1,17,152
3553,28,4,0,0,1,99,1,0,168,4175,6,16,412
3554,369,26,0,4,35,267,0,0,172,6195,3,11,780
3555,187,3,0,2,0,0,0,0,221,5408,2,19,250
3556,386,26,0,0,35,99,0,0,163,3771,1,20,134
3557,187,3,15,0,1,221,1,0,167,5423,1,13,617
3558,80,58,0,4,36,261,1,0,231,7783,5,16,783
3559,385,52,0,0,13,110,1,0,176,567,5,10,71
3560,187,3,15,0,0,0,1,0,183,4698,1,10,534
3561,5,90,0,0,0,89,0,0,153,6694,1,16,1352
3562,187,3,18,0,1,89,1,0,171,1685,1,19,86
3563,187,3,0,0,0,207,1,1,15,924,2,15,254
3564,386,26,0,0,35,99,0,0,161,3478,6,19,354
3565,136,26,0,0,22,203,0,0,214,102,7,14,1251
3566,304,26,0,0,35,256,0,0,184,4707,3,11,586
3567,305,26,0,0,2,14,1,0,190,7963,6,15,1105
3568,380,26,0,0,32,141,0,0,193,8352,1,20,979
3569,24,23,0,0,67,226,1,0,148,7318,1,16,635
3570,187,3,0,0,13,233,1,0,178,1417,6,20,613
3571,187,3,15,1,0,0,0,0,104,6507,1,10,597
3572,81,90,0,0,35,198,1,0,134,2237,1,10,545
3573,386,26,0,0,35,99,0,0,163,3716,3,19,867
3574,140,26,0,1,0,0,0,0,185,5108,2,16,170
3575,255,83,0,0,71,110,1,0,193,6851,3,18,1342
3576,386,26,0,0,35,99,0,0,233,3515,4,10,331
3577,107,66,0,0,67,138,0,0,172,2014,2,11,154
3578,241,26,0,0,24,89,0,0,178,6105,5,15,255
3579,215,90,0,0,35,204,1,1,163,600,4,13,673
3580,380,26,0,0,33,169,0,0,225,8694,1,17,817
3581,187,3,0,0,0,13,0,0,132,6279,2,20,652
3582,255,83,0,0,13,233,1,0,167,6557,0,20,1251
3583,386,26,0,0,35,99,0,0,194,3675,5,10,616
3584,187,3,13,0,0,1,1,0,188,8629,6,14,551
3585,262,39,0,0,9,224,0,1,151,4958,4,17,728
3586,137,26,0,0,0,256,0,0,150,8639,7,15,1328
3587,107,114,0,0,2,229,1,0,171,4786,6,15,688
3588,110,58,0,0,1,218,0,0,15,1612,5,10,579
3589,256,26,0,0,10,226,0,0,163,1363,6,9,1120
3590,25,4,0,0,35,35,1,0,132,3296,2,20,832
3591,384,41,0,4,3,134,0,0,134,1155,7,10,1171
3592,187,3,2,0,0,0,1,0,159,5369,7,13,1088
3593,83,102,0,0,17,18,1,0,169,2513,1,20,1080
3594,187,3,15,0,0,233,0,0,168,5733,2,18,401
3595,49,90,0,0,46,185,1,0,208,5963,2,11,1054
3596,22,58,0,0,1,185,0,0,149,2588,3,11,800
3597,292,90,0,0,17,216,0,0,177,2792,0,11,319
3598,0,26,0,4,0,256,1,0,145,1349,4,10,267
3599,38,26,0,0,17,214,1,0,165,4523,2,17,887
3600,246,26,0,0,6,202,0,0,175,7700,6,17,407
3601,280,26,0,0,22,274,0,0,172,7137,0,17,715
3602,121,88,0,0,67,204,0,0,195,4383,6,10,276
3603,187,3,21,0,0,24,1,0,173,1465,7,18,544
3604,108,78,0,0,8,66,1,0,174,121,7,14,548
3605,386,26,0,0,35,99,0,0,161,3474,3,19,664
3606,187,3,1,0,1,207,1,0,168,6678,1,14,485
3607,292,90,0,0,17,220,0,0,178,3272,0,14,326
