,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour,label
6371,507,39,0,0,16,65,0,0,76,53550,1,19,21.3,1
6372,238,2,1,0,0,3,1,0,51,3834,2,16,10.933333333333335,2
6373,238,2,0,2,0,10,1,0,178,44330252,3,12,1.4333333333333331,2
6374,473,39,0,0,31,192,0,0,101,100577,3,19,8.7,1
6375,265,95,0,0,2,13,0,1,111,18286,5,14,18.316666666666666,0
6376,393,39,0,0,0,7,0,1,30,64264,3,17,11.0,0
6377,473,39,0,0,30,172,0,0,120,82221,6,14,10.55,1
6378,265,95,0,0,2,15,0,0,44,16368,1,15,17.733333333333334,0
6379,382,39,0,0,12,110,1,0,74,99795,4,10,12.2,1
6380,481,39,0,0,4,17,0,0,35,30038,5,16,14.666666666666664,0
6381,97,39,0,0,0,11,0,0,72,6821,6,9,1.95,3
6382,432,39,0,0,9,27,0,1,45,43745,0,16,10.233333333333333,3
6383,214,39,0,0,3,8,0,0,58,2745,1,14,10.466666666666667,0
6384,78,64,0,0,26,113,1,0,64,103888,1,10,10.95,0
6385,481,39,0,6,4,14,0,0,43,24693,0,18,10.333333333333334,0
6386,403,75,0,6,14,36,0,0,38,22575,6,19,17.766666666666666,3
6387,32,91,0,0,25,145,0,0,34,67256,5,10,9.333333333333334,3
6388,336,39,0,0,24,87,0,1,28,79440,5,12,18.066666666666666,3
6389,327,62,0,0,16,53,0,0,62,53169,5,16,1.5166666666666666,3
6390,164,121,0,6,12,42,1,0,139,51340,6,11,10.316666666666666,3
6391,194,39,0,6,3,29,1,0,56,17331,1,20,11.433333333333335,0
6393,238,2,2,0,0,0,1,0,30,45515,0,14,8.5,2
6394,214,39,0,7,0,2,0,0,84,723,6,16,13.083333333333336,0
6395,478,23,0,6,37,85,1,0,40,52739,0,10,10.116666666666667,3
6396,214,39,0,6,8,36,0,0,28,11012,5,9,4.1,0
6397,317,116,0,0,6,46,0,0,82,15366,2,18,7.75,0
6398,481,39,0,0,4,19,0,0,37,27009,3,18,9.666666666666666,0
6399,221,39,0,0,6,23,1,0,39,35132,4,19,7.933333333333334,3
6400,275,39,0,0,9,50,0,0,56,42772,1,18,7.883333333333333,1
6401,481,39,0,0,4,19,0,0,37,27025,6,19,10.45,0
6402,265,39,0,7,0,2,1,0,44,706,2,15,4.65,0
6403,238,2,0,2,0,0,0,0,23,303617,0,9,15.35,2
6404,395,117,0,0,4,23,0,1,35,19530,6,20,8.066666666666666,1
6405,312,47,0,0,11,38,0,0,95,67062,0,10,16.833333333333332,3
6406,317,116,0,0,9,61,0,0,82,24933,1,17,8.116666666666667,0
6407,473,39,0,0,18,132,0,0,70,69549,4,16,8.75,1
6408,465,39,0,0,13,61,0,0,100,128221,2,14,5.066666666666666,3
6409,32,91,0,0,9,121,0,0,31,63170,6,18,0.06666666666666668,3
6410,238,2,1,2,0,29,1,0,46,1431901,4,14,16.95,2
6411,332,133,0,0,7,40,0,0,57,38432,5,10,6.183333333333334,1
6412,335,75,0,0,0,4,1,0,32,1210,0,9,10.333333333333334,0
6413,389,91,0,0,7,27,0,0,52,6175,2,18,6.666666666666668,3
6414,164,101,0,6,9,24,1,0,127,59310,6,12,17.683333333333334,0
6415,27,39,0,0,1,10,0,0,126,11390,2,17,15.266666666666667,0
6416,481,39,0,6,4,14,0,0,36,24797,4,20,11.833333333333336,0
6417,336,39,0,0,9,33,0,0,57,37144,3,9,11.45,3
6418,432,39,0,0,9,32,0,0,33,47223,4,15,10.433333333333334,0
6419,32,91,0,0,9,120,1,0,63,61827,0,9,2.3166666666666664,3
6420,238,2,0,2,0,1,0,0,122,1563,6,18,4.35,0
6421,238,2,3,0,0,1,0,0,19,2612,0,11,17.433333333333334,2
6422,144,162,0,0,2,53,1,0,22,45181,0,11,17.0,3
6423,172,39,0,0,1,6,1,0,40,3625,1,10,23.18333333333333,0
6424,327,62,0,0,14,47,1,0,99,50086,0,10,0.6333333333333333,3
6426,328,80,0,0,16,110,0,0,162,63158,4,18,23.6,3
6427,363,39,0,0,1,10,0,0,47,2591,0,17,14.333333333333336,0
6428,113,126,0,0,3,29,0,0,31,27942,1,10,13.233333333333333,0
6429,335,75,0,0,0,4,1,0,32,1210,0,9,15.533333333333333,0
6430,507,39,0,0,23,85,0,0,68,61708,3,14,4.783333333333333,1
6431,238,2,3,0,0,0,1,1,33,11711,4,18,15.883333333333333,2
6432,392,45,0,0,33,124,0,0,62,83843,0,13,12.4,3
6433,450,39,0,0,16,38,1,0,116,52790,6,12,15.433333333333335,3
6435,286,70,0,2,0,0,0,0,18,4,4,16,8.066666666666666,1
6436,137,135,0,0,48,100,0,0,24,63552,1,13,19.666666666666668,0
6437,317,116,0,6,0,0,1,0,13,1050,6,2,20.133333333333333,0
6438,35,37,0,6,4,23,0,0,29,19966,5,15,15.616666666666667,0
6439,238,2,4,0,0,0,1,0,62,2547,6,17,22.91666666666667,2
6440,214,39,0,6,2,12,0,0,36,4360,5,16,6.166666666666668,0
6441,238,2,2,0,0,47,1,0,25,34468,3,20,22.566666666666666,2
6442,392,45,0,0,35,126,0,0,51,86844,0,16,13.816666666666665,3
6443,32,91,0,0,3,37,0,1,81,19725,4,10,7.8,3
6444,403,75,0,6,21,38,0,0,41,13656,0,20,10.916666666666664,3
6445,275,39,0,0,9,25,1,0,44,22689,6,10,0.6166666666666667,1
6446,222,39,0,0,12,66,1,0,38,63487,6,19,11.783333333333333,3
6447,481,39,0,6,4,14,1,0,48,24761,6,12,11.566666666666665,0
6448,178,133,0,0,2,20,0,0,43,21251,3,19,17.55,1
6449,396,117,0,0,4,26,0,1,38,25679,1,12,5.083333333333333,1
6450,32,91,0,0,12,138,0,0,43,69621,1,18,0.18333333333333326,3
6451,360,39,0,0,0,2,0,0,10,2028,6,20,10.633333333333333,0
6453,32,91,0,2,0,0,0,0,17,4,2,9,0.26666666666666666,3
6454,206,39,2,0,0,8,0,0,52,2123,1,15,14.15,2
6455,32,91,0,0,7,71,0,0,48,31574,4,17,2.5666666666666664,3
6456,473,39,0,0,17,75,0,1,29,42751,5,17,18.05,1
6457,369,71,0,0,5,32,0,0,55,8739,6,13,0.05,1
6458,334,89,0,0,0,6,1,0,53,6299,5,20,18.933333333333334,2
6459,32,91,0,0,11,132,0,0,83,72060,5,17,2.0166666666666666,3
6460,473,39,0,0,25,213,0,0,204,102753,4,10,11.0,1
6461,507,39,0,0,14,57,1,0,53,42379,1,14,17.25,1
6462,283,39,0,0,6,19,1,0,60,16994,1,20,22.5,3
6463,398,47,0,0,0,42,1,0,72,34399,3,20,10.25,0
6464,481,39,0,0,4,19,0,0,37,26947,0,14,14.983333333333333,0
6465,238,2,2,0,0,0,1,0,22,3604,4,19,17.15,2
6466,238,2,3,2,32,68,1,0,36,30189193,6,10,15.366666666666667,2
6467,275,39,0,0,17,71,0,1,106,79072,6,10,18.233333333333334,1
6468,238,2,0,0,0,6,1,0,43,2698,6,17,17.183333333333334,2
6469,238,2,3,0,0,1,1,0,40,10948,5,15,9.816666666666666,2
6470,283,39,0,0,6,19,0,0,46,17776,6,15,11.25,3
6471,369,71,0,0,10,37,0,0,39,13358,6,12,19.75,1
6472,360,39,0,0,0,11,0,1,16,4366,0,10,13.316666666666665,0
6473,148,39,1,0,8,41,0,0,54,17867,0,10,4.4,0
6474,275,39,0,0,9,49,0,0,57,42427,4,11,3.15,0
6475,238,2,2,0,0,2,1,0,40,16614,0,9,16.783333333333335,2
6476,164,121,0,6,13,46,1,0,67,56993,5,15,9.0,3
6477,481,39,0,0,4,19,0,0,38,27132,6,14,9.866666666666667,0
6478,158,48,0,0,1,7,0,0,44,2924,0,12,6.366666666666666,0
6479,238,2,0,3,0,12,0,0,70,9967,6,12,15.683333333333335,2
6480,275,39,0,0,12,49,0,1,116,51987,1,11,21.716666666666665,1
6481,329,143,0,0,11,64,0,0,56,29601,6,13,8.916666666666666,3
6482,238,2,5,0,0,2,1,0,55,3293,6,14,12.316666666666665,2
6483,206,39,1,0,15,45,0,0,44,9399,5,14,15.633333333333333,2
6484,238,2,1,0,0,4,1,0,44,10523,1,12,14.433333333333335,2
6485,465,39,0,0,9,107,1,1,87,122966,2,15,13.4,0
6486,32,91,0,0,18,114,0,0,34,47461,3,19,12.75,3
6488,238,2,5,0,2,9,1,0,24,7647,5,12,12.35,2
6489,186,39,0,6,29,71,0,0,64,48612,4,15,3.85,3
6490,286,131,0,0,16,84,1,0,67,70525,6,12,5.166666666666667,3
6491,238,2,0,3,0,0,0,0,49,169334,4,20,19.683333333333334,2
6492,481,39,0,6,4,14,0,0,50,24763,0,12,8.266666666666667,0
6493,148,39,1,0,6,27,0,0,53,13068,4,13,6.366666666666666,0
6494,382,39,0,0,12,110,1,0,60,103531,5,15,10.616666666666667,1
6495,238,2,0,0,0,3,1,1,41,4005,4,12,0.2,2
6496,401,92,0,0,1,7,0,0,76,2619,1,19,16.283333333333335,0
6497,418,126,0,0,9,68,0,0,59,86924,1,12,17.083333333333332,0
6498,317,116,0,6,0,15,0,0,51,16284,2,15,17.7,0
6499,389,91,0,0,14,39,1,0,88,8260,6,10,13.433333333333335,3
6500,275,39,0,0,12,24,0,0,50,35662,1,14,9.0,1
6501,473,39,0,0,14,117,0,0,113,65622,3,15,9.033333333333333,1
6502,214,39,0,6,20,84,0,0,37,25383,2,15,10.916666666666664,0
6503,475,39,0,0,11,41,1,0,50,64855,4,11,14.733333333333333,3
6504,265,95,0,0,2,10,0,1,50,16439,5,19,21.266666666666666,3
6505,252,39,0,0,1,8,0,0,53,2904,4,11,16.7,3
6506,329,143,0,0,12,91,1,0,78,39671,3,13,8.916666666666666,3
6507,223,39,0,0,0,10,0,0,30,3994,0,14,20.616666666666667,0
6508,238,2,0,0,1,13,1,0,35,12903,0,10,17.966666666666665,2
6509,238,2,4,0,0,1,1,0,72,4273,5,19,21.86666666666667,2
6510,382,39,0,0,4,16,0,0,109,13312,1,11,13.15,1
6511,78,64,1,3,0,0,0,0,113,79719,6,18,16.6,2
6512,507,39,0,0,19,73,0,0,58,60060,4,12,10.183333333333334,1
6513,214,39,0,6,6,28,0,0,28,8817,2,14,1.3666666666666667,0
6514,481,39,0,0,4,19,0,0,37,26860,1,18,7.35,0
6515,32,91,0,0,33,158,0,0,73,79546,4,16,13.55,0
6516,238,2,1,0,0,1,1,0,47,6409,4,10,17.116666666666667,2
6517,382,39,0,0,1,92,1,0,66,82064,3,20,2.183333333333333,1
6518,287,118,0,0,10,38,0,0,38,29120,4,19,10.716666666666667,3
6519,275,39,0,0,4,41,0,0,29,30052,3,20,6.4,1
6520,238,2,5,0,1,39,1,0,48,13585,2,9,18.9,2
6521,271,39,0,0,5,24,0,0,37,36587,5,16,18.466666666666665,3
6522,247,39,0,6,11,144,0,1,87,61676,5,20,8.866666666666667,3
6523,238,2,4,0,0,6,1,0,11,3887,5,9,10.183333333333334,2
6524,32,91,0,0,30,184,1,0,47,89045,0,18,6.816666666666666,3
6525,404,38,0,6,1,1,0,0,56,730,5,20,17.75,3
6526,360,39,0,0,0,2,0,0,10,2230,1,19,3.9166666666666665,0
6527,238,2,4,0,0,0,1,0,36,930,4,20,10.416666666666666,2
6528,336,39,0,0,28,136,0,1,52,80118,4,10,9.15,3
6529,32,91,0,0,30,250,1,0,11,113746,6,20,0.3333333333333333,3
6530,200,39,0,6,16,29,0,0,21,20568,2,12,10.583333333333334,0
6531,294,39,0,0,9,48,0,0,24,45328,1,20,18.733333333333334,3
6532,0,39,0,0,0,2,1,0,30,1192,4,18,16.45,0
6533,255,126,0,6,21,65,1,0,73,69015,0,14,7.4833333333333325,0
6534,212,39,0,6,3,38,0,0,41,25624,1,10,5.6,0
6535,327,62,0,0,1,6,0,0,44,1228,0,14,0.5833333333333334,0
6536,335,75,0,0,0,4,1,0,32,1210,0,9,3.633333333333333,0
6537,238,2,4,0,0,1,1,0,21,3409,4,20,16.45,2
6538,32,91,0,2,0,0,0,0,38,4,4,9,0.6,3
6539,328,80,0,0,15,120,0,0,76,67320,4,9,6.583333333333332,3
6540,68,126,0,0,5,20,0,0,57,37256,5,9,17.366666666666667,3
6541,238,2,5,0,1,9,1,0,26,5726,6,11,15.766666666666667,2
6542,334,89,0,0,0,10,1,0,66,9334,5,14,18.05,0
6543,214,39,0,0,1,10,1,0,111,10494,0,12,11.016666666666667,0
6544,178,133,0,0,18,60,1,0,20,64205,0,11,14.383333333333333,1
6545,399,91,0,2,12,25,1,0,30,998858,1,15,0.7666666666666667,0
6546,32,91,0,0,9,121,1,0,32,60471,3,10,0.08333333333333333,3
6547,327,62,0,0,13,51,0,0,51,54454,0,19,3.6,3
6548,382,39,0,0,4,26,1,0,46,8693,5,20,1.05,1
6549,473,39,0,0,7,79,0,1,56,54528,1,19,12.983333333333333,1
6550,151,103,0,2,0,0,0,0,63,4,4,17,2.3166666666666664,1
6551,214,39,0,6,4,20,0,0,36,6633,5,11,3.1333333333333333,0
6553,150,39,0,0,4,14,0,0,31,27477,2,15,6.083333333333332,0
6554,145,39,0,0,3,12,0,0,52,9863,5,10,21.7,0
6555,481,39,0,0,4,17,0,0,34,29673,0,10,6.866666666666667,0
6556,153,126,0,7,0,2,1,0,21,904,6,12,18.58333333333333,0
6557,392,45,0,0,31,125,0,0,109,79902,2,13,10.633333333333333,3
6558,197,39,0,6,1,9,1,0,65,5414,5,17,12.0,0
6559,373,39,0,0,29,118,1,0,42,102352,2,15,12.316666666666665,3
6560,205,39,0,0,1,45,1,0,41,26471,4,16,20.116666666666667,3
6561,238,2,1,0,0,0,1,0,24,1707,4,9,14.883333333333333,2
6562,332,66,0,0,7,54,1,0,84,41480,5,18,3.0166666666666666,0
6563,238,2,0,0,4,81,1,1,35,54719,2,16,16.183333333333334,0
6564,54,39,0,6,8,19,0,0,62,17155,2,12,7.2333333333333325,3
6565,238,2,0,0,0,0,1,0,0,385,2,18,16.866666666666667,2
6566,186,39,0,6,28,93,1,0,64,60387,4,10,1.45,3
6567,214,39,0,0,1,7,0,0,40,2439,4,18,17.266666666666666,0
6568,32,91,0,0,17,205,0,0,28,89600,1,14,1.5333333333333332,3
6569,206,39,1,0,3,18,0,0,93,3355,3,14,11.566666666666665,2
6570,421,39,0,0,1,12,0,0,39,11631,1,18,15.316666666666665,0
6571,32,91,0,2,0,0,0,0,44,4,2,10,2.533333333333333,3
6572,317,116,0,2,0,17,0,0,18,74095,5,15,21.966666666666665,0
6573,335,75,0,0,0,4,1,0,32,1210,0,9,10.233333333333333,0
6574,238,2,0,0,0,0,1,0,37,3442,5,13,12.833333333333336,2
6575,238,2,0,0,0,6,1,1,60,6468,1,17,18.733333333333334,2
6576,234,126,0,0,9,36,1,0,37,21564,5,14,4.0,0
6577,275,39,0,0,4,41,0,0,29,29997,3,19,11.9,1
6578,301,39,0,0,6,33,0,0,14,28490,1,11,20.733333333333334,0
6579,238,2,5,0,2,22,1,0,45,9668,4,9,16.983333333333334,2
6580,382,39,0,0,1,95,1,0,99,80635,0,10,10.733333333333333,1
6581,238,2,0,2,0,0,0,0,10,656579,1,14,18.6,2
6582,32,91,0,0,7,58,0,0,21,28285,3,10,21.4,0
6583,185,39,0,2,0,0,0,0,65,4,1,16,13.583333333333336,0
6584,481,39,0,0,4,19,0,0,37,26991,1,11,16.15,0
6585,238,2,0,0,0,0,1,0,26,1630,4,11,14.333333333333336,2
6586,238,2,2,0,0,0,1,1,20,15252,6,13,12.733333333333333,2
6587,473,39,0,0,7,61,0,0,74,38484,4,17,9.083333333333334,1
6589,214,39,0,0,1,10,0,0,70,24073,6,17,12.233333333333333,0
6590,9,39,0,0,4,23,0,0,31,36815,1,15,13.716666666666667,1
6591,238,2,1,2,0,24,0,0,50,1468463,1,19,15.216666666666667,2
6592,137,135,0,0,53,101,0,0,24,63207,6,16,23.88333333333333,3
6593,151,40,0,0,9,54,1,0,60,53640,1,10,20.28333333333333,0
6594,481,39,0,0,4,19,0,0,37,26921,2,10,18.75,0
6595,432,39,0,0,0,11,0,0,26,5264,4,18,9.166666666666666,0
6596,335,75,0,0,0,4,1,0,32,1210,0,9,4.4,0
6597,238,2,0,2,0,0,0,0,15,740010,2,18,10.966666666666667,2
6598,238,2,2,0,2,16,0,0,54,10879,0,12,16.616666666666667,2
6599,238,2,0,0,0,5,1,1,73,14922,5,20,12.683333333333335,2
6600,481,39,0,0,4,19,1,0,37,27966,5,19,1.0833333333333333,0
6601,374,64,0,0,18,40,1,0,24,29696,1,14,12.25,0
6602,238,2,0,0,0,0,1,0,55,17226,5,11,13.066666666666665,2
6603,481,39,0,6,4,14,0,0,37,24792,2,9,12.033333333333333,0
6604,336,39,0,0,7,60,0,0,57,31885,6,10,0.1,3
6605,78,64,4,0,0,17,1,1,42,48639,1,15,13.616666666666667,2
6606,238,2,0,0,0,4,1,0,24,3520,3,10,21.63333333333333,2
6607,206,39,1,0,0,28,0,0,42,5087,4,17,19.466666666666665,2
6608,389,91,0,0,9,29,0,0,57,6368,5,12,13.433333333333335,3
6609,275,39,0,0,4,26,0,0,29,20691,3,18,16.766666666666666,1
6610,408,76,0,0,34,125,0,0,45,112307,1,14,10.433333333333334,3
6611,238,2,11,0,0,2,1,0,36,7755,4,18,17.466666666666665,2
6612,32,91,0,0,20,134,0,0,30,62030,1,17,3.0,3
6613,329,143,0,0,12,90,0,0,68,38091,6,13,8.766666666666667,3
6615,28,95,0,0,18,56,0,0,80,43608,5,12,10.016666666666667,0
6616,238,2,1,0,0,0,1,1,43,1376,3,9,19.366666666666667,2
6617,473,39,0,0,32,207,0,0,166,104897,6,19,8.666666666666666,1
6618,382,39,0,0,10,16,0,0,64,14254,3,10,20.95,0
6619,238,2,1,0,0,27,1,0,46,33458,2,12,10.366666666666667,0
6620,335,75,0,0,0,4,1,0,32,1210,0,9,3.7666666666666666,0
6621,153,126,0,7,0,1,0,0,48,288,0,18,14.083333333333336,0
6622,432,39,0,0,0,16,0,1,46,12503,1,14,17.65,0
6623,197,91,0,6,1,8,0,0,76,2477,2,15,8.083333333333334,0
6624,382,39,0,0,12,111,1,1,61,105620,0,19,12.1,1
6625,327,62,0,0,15,51,0,0,95,58578,5,18,0.7,3
6626,32,91,0,0,17,139,0,0,47,66130,5,18,2.85,3
6627,238,2,0,2,0,10,1,1,58,2000002,4,18,10.3,2
6628,343,39,0,6,1,11,0,0,55,10632,0,10,13.916666666666664,0
6629,29,39,0,0,13,44,1,0,76,26457,6,14,12.8,3
6630,238,2,6,0,1,1,1,0,157,15170,2,17,10.85,2
6631,465,39,0,0,2,18,0,0,146,35477,1,14,1.0166666666666666,0
6632,473,39,0,0,29,199,0,0,82,93188,2,18,8.783333333333333,1
6633,275,39,0,0,3,24,0,0,45,19477,2,20,1.9666666666666668,1
6634,481,39,0,0,4,17,0,0,33,29654,4,14,5.75,0
6635,317,116,0,0,2,33,0,0,61,11640,1,11,2.2,0
6636,238,2,3,2,0,0,0,0,63,181672,1,14,17.25,2
6637,160,126,0,0,24,81,0,0,64,87110,5,19,14.116666666666667,3
6638,238,2,0,0,0,17,1,0,39,5539,1,14,15.766666666666667,2
6639,465,39,0,0,19,68,1,1,99,122120,0,11,19.516666666666666,3
6640,214,39,0,6,6,28,0,0,36,8773,5,9,1.35,0
6641,335,75,0,0,0,4,1,0,32,1210,0,9,4.433333333333334,0
6642,335,75,0,0,0,4,1,0,32,1210,0,9,10.2,0
6643,473,39,0,0,5,64,0,1,75,39158,4,15,8.866666666666667,1
6644,238,2,0,0,0,2,1,0,13,2069,2,20,1.5,2
6645,332,66,0,0,7,43,1,0,97,25848,1,11,3.25,0
6646,481,39,0,0,4,19,0,0,35,27241,1,18,9.116666666666667,0
6647,238,2,0,7,0,2,1,0,22,788,1,12,10.783333333333333,2
6648,335,75,0,0,0,4,1,0,32,1210,0,9,3.733333333333333,0
6649,296,69,0,0,9,54,0,0,103,42320,3,14,12.133333333333333,3
6650,238,2,4,0,0,8,0,0,90,8189,0,9,6.383333333333334,2
6651,335,75,0,0,0,4,1,0,32,1210,0,9,15.066666666666665,0
6652,473,39,0,0,9,58,0,0,72,39407,3,19,9.4,1
6653,164,121,0,6,10,40,0,0,87,44425,5,19,10.716666666666667,3
6654,78,64,0,0,0,0,1,0,54,772,4,12,8.483333333333333,2
6655,490,39,0,0,0,6,1,0,20,7759,1,14,17.583333333333332,0
6656,465,39,0,0,10,65,1,1,51,92810,0,9,18.516666666666666,0
6657,308,39,0,0,13,68,0,0,46,29417,1,18,10.816666666666665,3
6658,275,39,0,0,4,26,0,0,45,21927,5,12,11.816666666666665,1
6660,507,39,0,0,7,21,0,0,116,22643,0,20,17.966666666666665,1
6661,393,39,0,0,0,7,0,0,30,9195,5,12,13.916666666666664,0
6662,186,39,0,6,22,57,1,0,60,40846,0,12,1.3,3
6663,32,91,0,0,10,125,0,0,50,65151,5,12,0.06666666666666668,3
6664,382,39,0,0,2,12,0,0,45,9534,3,12,1.85,0
6665,25,91,0,0,1,8,0,0,76,3300,4,11,21.25,0
6666,12,110,0,0,0,6,0,0,46,3423,6,15,1.45,0
6668,383,39,0,0,9,64,0,0,49,94987,5,14,13.45,3
6669,507,39,0,0,14,58,0,0,90,43718,3,17,15.416666666666664,1
6670,421,39,0,0,4,32,0,0,113,16657,4,10,12.383333333333333,0
6671,230,39,0,0,12,71,1,0,152,89903,2,15,15.416666666666664,3
6672,158,48,0,0,1,7,0,0,99,2911,5,16,8.383333333333333,0
6673,303,39,0,0,3,15,0,0,38,6051,0,17,6.0,3
6674,238,2,1,0,0,2,0,0,45,3096,3,12,16.366666666666667,2
6675,32,91,0,0,9,120,0,0,30,60716,0,11,0.3,3
6676,170,23,0,6,20,62,0,0,32,28767,4,14,14.766666666666667,3
6677,221,39,0,0,3,12,1,0,108,9705,5,10,7.7,3
6678,481,39,0,0,4,19,0,0,38,27018,3,14,5.583333333333332,0
6679,186,39,0,6,25,99,1,0,87,51189,4,16,8.033333333333333,3
6680,214,39,0,6,2,12,0,0,35,4328,0,17,23.78333333333333,0
6681,481,39,0,0,4,19,0,0,35,26958,2,14,9.883333333333333,0
6682,404,38,0,7,0,0,0,0,57,686,3,11,15.233333333333333,0
6683,238,2,1,3,0,0,0,0,42,1199231,6,12,14.4,2
6684,286,93,0,6,6,40,0,0,52,24258,5,19,14.316666666666665,1
6685,265,95,0,0,3,13,0,0,41,15845,4,14,21.3,0
6686,436,39,0,6,24,48,0,0,75,22862,3,9,0.95,3
6687,151,103,0,2,0,0,0,0,29,4,5,10,19.116666666666667,1
6688,335,75,0,0,0,4,1,0,32,1210,0,9,3.8333333333333335,0
6689,287,118,0,0,4,31,0,0,61,24821,3,19,16.733333333333334,3
6690,238,2,3,0,0,1,1,0,44,16210,4,18,17.35,2
6691,280,106,0,0,26,124,0,0,27,82975,5,19,14.266666666666667,0
6692,481,39,0,0,4,19,0,0,37,26868,6,20,6.583333333333332,0
6693,507,39,0,0,28,111,0,0,74,86213,0,16,7.05,1
6694,382,39,0,0,15,112,0,1,59,106048,2,20,13.133333333333333,1
6695,186,39,0,6,43,99,1,0,60,68573,5,19,2.033333333333333,3
6696,327,62,0,0,12,47,0,0,84,50059,4,15,7.066666666666666,3
6697,473,39,0,0,5,53,0,0,187,42883,1,10,16.35,1
6698,336,39,0,0,17,61,0,1,36,67667,0,16,12.483333333333333,0
6699,475,39,0,0,16,47,0,0,39,75941,4,12,11.8,3
6700,389,91,0,0,9,32,1,0,24,6716,4,17,9.983333333333333,3
6701,214,39,0,6,6,28,0,0,36,8859,5,15,1.8666666666666667,0
6702,238,2,1,0,0,0,1,0,25,1792,6,12,15.65,2
6703,473,39,0,0,7,53,0,0,57,41241,2,10,8.5,1
6704,32,91,0,2,0,0,0,0,26,4,5,14,12.866666666666667,3
6705,329,143,0,0,12,63,1,0,39,25713,6,17,8.1,0
6706,309,154,0,6,9,34,0,0,91,47817,4,15,21.5,3
6707,238,2,4,2,0,0,0,0,99,696276,5,10,14.733333333333333,2
6708,481,39,0,6,4,14,0,0,36,24709,3,9,12.3,0
6709,343,39,0,0,0,1,1,0,78,733,0,10,1.5,0
6710,214,39,0,0,19,126,0,1,128,98904,5,12,2.466666666666667,0
6711,238,2,1,0,0,0,1,0,47,4818,1,20,12.283333333333333,2
6712,481,39,0,0,4,19,0,0,36,28126,2,16,19.566666666666666,0
6713,481,39,0,0,4,19,0,0,39,27153,5,11,18.45,0
6714,9,39,0,0,3,17,0,1,46,44697,4,17,5.233333333333333,3
6715,275,39,0,0,24,102,0,1,52,88880,6,19,13.35,1
6716,214,39,0,6,4,20,0,0,37,6711,4,13,2.033333333333333,0
6717,238,2,0,0,8,50,1,0,27,45683,1,17,19.183333333333334,3
6718,238,2,3,0,0,0,1,0,59,6404,5,12,21.61666666666667,2
6719,481,39,0,0,4,19,0,0,36,27066,2,16,10.016666666666667,0
6720,458,39,0,0,0,31,1,0,57,9150,0,18,12.65,3
6721,275,39,0,0,19,59,0,1,122,63337,5,13,19.55,1
6722,481,39,0,0,4,19,0,0,35,26851,5,13,17.433333333333334,0
6723,32,91,0,2,0,0,0,0,26,4,4,15,3.7,3
6724,364,41,0,6,24,69,1,0,30,61380,3,17,0.15,3
6725,382,39,0,0,2,10,0,0,71,9352,5,11,21.83333333333333,0
6726,238,2,0,3,0,0,0,0,128,458499,0,20,12.033333333333333,2
6727,32,91,0,0,31,208,0,0,45,95682,0,14,3.55,3
6728,214,39,0,6,2,12,0,0,32,4321,2,16,10.25,0
6729,238,2,3,0,3,4,1,0,37,7188,0,11,13.733333333333333,2
6731,117,99,0,6,0,6,0,0,36,2117,0,15,22.36666666666667,0
6732,382,39,0,0,12,117,0,1,134,104350,5,10,8.216666666666667,1
6733,94,126,0,0,1,8,0,0,65,2878,6,16,3.7,0
6734,465,39,0,0,13,69,1,1,51,82967,0,15,18.65,0
6735,507,39,0,0,16,64,0,0,60,56802,1,15,16.083333333333332,1
6736,403,75,0,6,19,44,0,0,48,25301,4,3,20.116666666666667,3
6737,238,2,0,7,0,0,0,0,14,275,6,9,10.366666666666667,2
6738,238,2,3,0,0,0,1,1,28,21064,5,9,14.4,2
6739,382,39,0,0,5,97,1,1,73,84618,2,12,10.766666666666667,1
6740,265,95,0,0,3,13,0,0,86,16810,1,19,20.516666666666666,0
6741,137,135,0,0,56,111,1,0,24,80109,1,12,21.416666666666668,0
6743,238,2,3,0,0,0,1,1,22,3652,5,20,22.2,2
6744,418,126,0,0,10,59,1,0,134,84873,6,15,12.0,3
6745,152,72,0,0,0,24,0,0,31,18037,4,20,16.683333333333334,3
6746,317,116,0,0,2,34,0,0,60,11333,6,9,13.266666666666667,0
6747,269,91,0,6,0,19,1,0,62,9970,6,13,12.183333333333335,3
6748,32,91,0,0,7,144,0,0,53,74027,1,17,0.7166666666666667,3
6749,335,75,0,0,0,4,1,0,32,1210,0,9,15.266666666666667,0
6750,392,45,0,0,38,125,0,0,71,83787,5,20,12.916666666666664,3
6751,238,2,7,0,2,24,1,0,51,10185,4,16,17.333333333333332,2
6752,481,39,0,0,4,17,0,0,34,29679,5,20,5.8,0
6753,317,116,0,6,16,33,0,0,38,23267,0,17,18.516666666666666,0
6754,265,95,0,0,4,13,0,1,73,18756,5,19,21.9,0
6755,378,39,0,0,14,44,0,0,72,13068,4,10,8.666666666666666,3
6756,382,39,0,0,12,101,1,0,133,82797,1,19,7.4,1
6757,481,39,0,0,4,19,0,0,30,26866,2,19,14.633333333333333,0
6758,238,2,0,0,2,10,1,0,19,35357,6,19,11.166666666666664,2
6759,214,39,0,6,2,12,0,0,36,4333,4,11,3.8333333333333335,0
6760,389,91,0,0,14,39,0,0,38,8147,2,14,5.633333333333333,3
6761,32,91,0,0,24,141,0,0,31,68383,0,10,0.6666666666666666,3
